,city_name,ref_year,metabolite_name,daily_mean_concentration
2471,Castellon,2021,MDMA,5.82
2472,Santiago,2021,MDMA,17.78
2473,Tarragona,2021,MDMA,6.3
2476,Helsinki,2021,MDMA,22.54
2477,Tampere,2021,MDMA,18.06
2478,Turku,2021,MDMA,14.5
2479,Paris Seine Centre,2021,MDMA,56.95
2480,Athens,2021,MDMA,3.38
2481,Zagreb,2021,MDMA,28.26
2482,Bozen,2021,MDMA,1.36
2483,Milan,2021,MDMA,2.57
2484,Kaunas,2021,MDMA,17.65
2485,Klaipeda,2021,MDMA,7.29
2486,Vilnius,2021,MDMA,19.38
2487,Riga,2021,MDMA,29.05
2488,Amsterdam,2021,MDMA,125.0
2489,Eindhoven,2021,MDMA,82.63
2490,Utrecht,2021,MDMA,101.0
2491,Krakow P,2021,MDMA,44.13
2493,Lisbon,2021,MDMA,48.68
2494,Porto,2021,MDMA,8.04
2497,Stockholm (2),2021,MDMA,33.49
2499,Uppsala,2021,MDMA,9.83
2501,Koper,2021,MDMA,6.42
2502,Ljubljana,2021,MDMA,7.49
2503,Maribor,2021,MDMA,6.86
2504,Novo mesto,2021,MDMA,4.59
2505,Velenje,2021,MDMA,7.59
2506,Bratislava C,2021,MDMA,4.38
2507,Piestany,2021,MDMA,2.01
2508,Adana,2021,MDMA,13.68
2509,Graz,2021,amphetamine,38.57
2511,Innsbruck,2021,amphetamine,22.02
2512,Kapfenberg,2021,amphetamine,29.46
2513,Kufstein,2021,amphetamine,19.8
2514,Purgstall,2021,amphetamine,23.44
2515,Region Millstättersee,2021,amphetamine,4.94
2517,Wasserverband Hofsteig,2021,amphetamine,26.32
2518,Antwerp Zuid,2021,amphetamine,426.1
2519,Brussels,2021,amphetamine,75.58
2520,Basel,2021,amphetamine,39.77
2521,Berne,2021,amphetamine,58.39
2522,Geneva,2021,amphetamine,12.25
2523,St. Gallen Hofen,2021,amphetamine,129.98
2524,Zurich,2021,amphetamine,54.7
2528,Nicosia (2),2021,amphetamine,4.14
2530,Brno,2021,amphetamine,47.06
2532,Karlovy Vary,2021,amphetamine,33.83
2533,Ostrava,2021,amphetamine,76.77
2534,Prague (2),2021,amphetamine,40.07
2535,Copenhagen,2021,amphetamine,91.51
2536,Odense,2021,amphetamine,90.74
2537,Barcelona,2021,amphetamine,29.42
2538,Santiago,2021,amphetamine,14.46
2539,Tarragona,2021,amphetamine,31.28
2541,Helsinki,2021,amphetamine,315.53
2542,Tampere,2021,amphetamine,155.12
2543,Turku,2021,amphetamine,195.64
2544,Paris Seine Centre,2021,amphetamine,0.0
2545,Athens,2021,amphetamine,12.13
2546,Zagreb,2021,amphetamine,151.41
2547,Bozen,2021,amphetamine,5.68
2548,Milan,2021,amphetamine,0.0
2549,Kaunas,2021,amphetamine,58.12
2550,Klaipeda,2021,amphetamine,42.85
2551,Vilnius,2021,amphetamine,70.02
2552,Riga,2021,amphetamine,40.96
2553,Amsterdam,2021,amphetamine,146.77
2554,Utrecht,2021,amphetamine,236.8
2555,Krakow P,2021,amphetamine,100.28
2557,Lisbon,2021,amphetamine,5.66
2558,Porto,2021,amphetamine,0.0
2561,Stockholm (2),2021,amphetamine,200.8
2563,Uppsala,2021,amphetamine,202.17
2565,Koper,2021,amphetamine,0.0
2566,Ljubljana,2021,amphetamine,6.78
2567,Maribor,2021,amphetamine,0.0
2568,Novo mesto,2021,amphetamine,28.71
2569,Velenje,2021,amphetamine,84.66
2570,Bratislava C,2021,amphetamine,12.83
2571,Piestany,2021,amphetamine,11.45
2572,Adana,2021,amphetamine,2.64
2573,Istanbul (II-VII),2021,amphetamine,12.21
2574,Graz,2021,cannabis,87.17
2576,Innsbruck,2021,cannabis,97.72
2577,Kapfenberg,2021,cannabis,76.53
2578,Kufstein,2021,cannabis,91.24
2579,Purgstall,2021,cannabis,37.71
2580,Region Millstättersee,2021,cannabis,24.25
2582,Wasserverband Hofsteig,2021,cannabis,94.49
2583,Brno,2021,cannabis,83.8
2585,Karlovy Vary,2021,cannabis,122.59
2586,Ostrava,2021,cannabis,82.08
2587,Prague (2),2021,cannabis,91.03
2588,Narva,2021,cannabis,37.34
2589,Tartu,2021,cannabis,25.73
2590,Castellon,2021,cannabis,66.82
2591,Santiago,2021,cannabis,82.68
2592,Tarragona,2021,cannabis,39.64
2593,Paris Seine Centre,2021,cannabis,117.74
2594,Athens,2021,cannabis,38.73
2595,Zagreb,2021,cannabis,132.9
2596,Bozen,2021,cannabis,38.38
2597,Milan,2021,cannabis,42.98
2598,Amsterdam,2021,cannabis,157.64
2599,Eindhoven,2021,cannabis,112.6
2600,Utrecht,2021,cannabis,89.53
2601,Krakow P,2021,cannabis,51.15
2603,Lisbon,2021,cannabis,101.77
2604,Porto,2021,cannabis,47.55
2609,Koper,2021,cannabis,117.31
2610,Ljubljana,2021,cannabis,143.02
2611,Maribor,2021,cannabis,100.66
2612,Novo mesto,2021,cannabis,76.05
2613,Velenje,2021,cannabis,74.48
2614,Bratislava C,2021,cannabis,20.84
2615,Piestany,2021,cannabis,20.92
2616,Adana,2021,cannabis,37.11
2617,Istanbul (II-VII),2021,cannabis,24.47
2618,Graz,2021,cocaine,138.65
2620,Innsbruck,2021,cocaine,274.18
2621,Kapfenberg,2021,cocaine,109.24
2622,Kufstein,2021,cocaine,401.61
2623,Purgstall,2021,cocaine,28.24
2624,Region Millstättersee,2021,cocaine,30.44
2626,Wasserverband Hofsteig,2021,cocaine,351.72
2627,Antwerp Zuid,2021,cocaine,1581.88
2628,Brussels,2021,cocaine,768.08
2629,Basel,2021,cocaine,708.08
2630,Berne,2021,cocaine,501.37
2631,Geneva,2021,cocaine,652.8
2632,St. Gallen Hofen,2021,cocaine,1336.68
2633,Zurich,2021,cocaine,790.58
2637,Nicosia (2),2021,cocaine,47.68
2639,Brno,2021,cocaine,74.87
2641,Karlovy Vary,2021,cocaine,63.99
2642,Ostrava,2021,cocaine,45.91
2643,Prague (2),2021,cocaine,239.83
2644,Chemnitz,2021,cocaine,20.51
2645,Dortmund,2021,cocaine,476.76
2646,Dresden,2021,cocaine,50.65
2648,Erfurt,2021,cocaine,81.07
2649,Magdeburg,2021,cocaine,222.21
2650,Munich G,2021,cocaine,236.17
2651,Nuremberg,2021,cocaine,72.94
2653,Copenhagen,2021,cocaine,533.35
2654,Odense,2021,cocaine,295.15
2655,Narva,2021,cocaine,35.73
2656,Tartu,2021,cocaine,67.26
2657,Barcelona,2021,cocaine,665.38
2658,Castellon,2021,cocaine,529.38
2659,Santiago,2021,cocaine,546.97
2661,Helsinki,2021,cocaine,60.53
2662,Tampere,2021,cocaine,9.41
2663,Turku,2021,cocaine,10.45
2664,Paris Seine Centre,2021,cocaine,427.42
2665,Athens,2021,cocaine,95.85
2666,Zagreb,2021,cocaine,548.62
2667,Bozen,2021,cocaine,367.1
2668,Milan,2021,cocaine,385.29
2669,Kaunas,2021,cocaine,84.69
2670,Klaipeda,2021,cocaine,108.86
2671,Vilnius,2021,cocaine,119.98
2672,Riga,2021,cocaine,109.66
2673,Amsterdam,2021,cocaine,886.83
2674,Eindhoven,2021,cocaine,623.61
2675,Utrecht,2021,cocaine,529.55
2676,Krakow P,2021,cocaine,67.2
2678,Lisbon,2021,cocaine,500.48
2679,Porto,2021,cocaine,237.8
2682,Stockholm (2),2021,cocaine,159.19
2684,Uppsala,2021,cocaine,77.12
2686,Koper,2021,cocaine,406.55
2687,Ljubljana,2021,cocaine,364.79
2688,Maribor,2021,cocaine,155.83
2689,Novo mesto,2021,cocaine,192.82
2690,Velenje,2021,cocaine,220.45
2691,Bratislava C,2021,cocaine,76.17
2692,Piestany,2021,cocaine,11.92
2693,Adana,2021,cocaine,5.71
2694,Istanbul (II-VII),2021,cocaine,53.88
2695,Graz,2021,methamphetamine,13.09
2697,Innsbruck,2021,methamphetamine,5.8
2698,Kapfenberg,2021,methamphetamine,1.64
2699,Kufstein,2021,methamphetamine,1.27
2700,Purgstall,2021,methamphetamine,2.66
2701,Region Millstättersee,2021,methamphetamine,0.0
2703,Wasserverband Hofsteig,2021,methamphetamine,0.0
2704,Antwerp Zuid,2021,methamphetamine,92.49
2705,Brussels,2021,methamphetamine,17.58
2706,Basel,2021,methamphetamine,53.6
2707,Berne,2021,methamphetamine,42.34
2708,Geneva,2021,methamphetamine,16.24
2709,St. Gallen Hofen,2021,methamphetamine,23.2
2710,Zurich,2021,methamphetamine,74.02
2714,Nicosia (2),2021,methamphetamine,10.44
2716,Brno,2021,methamphetamine,545.74
2718,Karlovy Vary,2021,methamphetamine,339.12
2719,Ostrava,2021,methamphetamine,684.14
2720,Prague (2),2021,methamphetamine,328.77
2721,Chemnitz,2021,methamphetamine,82.69
2722,Dortmund,2021,methamphetamine,1.83
2723,Dresden,2021,methamphetamine,120.71
2725,Erfurt,2021,methamphetamine,112.63
2726,Magdeburg,2021,methamphetamine,48.67
2727,Munich G,2021,methamphetamine,4.94
2728,Nuremberg,2021,methamphetamine,57.61
2730,Copenhagen,2021,methamphetamine,42.91
2731,Odense,2021,methamphetamine,4.78
2732,Barcelona,2021,methamphetamine,62.13
2733,Santiago,2021,methamphetamine,0.0
2734,Tarragona,2021,methamphetamine,6.78
2736,Helsinki,2021,methamphetamine,2.94
2737,Tampere,2021,methamphetamine,1.09
2738,Turku,2021,methamphetamine,2.45
2739,Paris Seine Centre,2021,methamphetamine,0.0
2740,Athens,2021,methamphetamine,10.61
2741,Zagreb,2021,methamphetamine,0.0
2742,Bozen,2021,methamphetamine,1.74
2743,Milan,2021,methamphetamine,12.67
2744,Kaunas,2021,methamphetamine,43.73
2745,Klaipeda,2021,methamphetamine,13.97
2746,Vilnius,2021,methamphetamine,29.25
2747,Riga,2021,methamphetamine,225.56
2748,Amsterdam,2021,methamphetamine,38.18
2749,Utrecht,2021,methamphetamine,5.7
2750,Krakow P,2021,methamphetamine,3.97
2752,Lisbon,2021,methamphetamine,7.92
2753,Porto,2021,methamphetamine,0.0
2756,Stockholm (2),2021,methamphetamine,7.2
2758,Uppsala,2021,methamphetamine,2.54
2760,Koper,2021,methamphetamine,1.14
2761,Ljubljana,2021,methamphetamine,3.75
2762,Maribor,2021,methamphetamine,0.0
2763,Novo mesto,2021,methamphetamine,0.0
2764,Velenje,2021,methamphetamine,2.5
2765,Bratislava C,2021,methamphetamine,187.35
2766,Piestany,2021,methamphetamine,151.15
2767,Adana,2021,methamphetamine,18.67
2768,Istanbul (II-VII),2021,methamphetamine,72.49
2769,Graz,2020,MDMA,14.14
2771,Innsbruck,2020,MDMA,22.47
2772,Kapfenberg,2020,MDMA,18.57
2773,Kufstein,2020,MDMA,34.88
2774,Purgstall,2020,MDMA,4.64
2775,Region Millstättersee,2020,MDMA,7.0
2777,Wasserverband Hofsteig,2020,MDMA,6.52
2778,Antwerp Zuid,2020,MDMA,79.38
2780,Brussels,2020,MDMA,22.28
2781,Berne,2020,MDMA,18.33
2782,Geneva,2020,MDMA,26.99
2783,St. Gallen Hofen,2020,MDMA,14.45
2784,Zurich,2020,MDMA,28.17
2786,Karlovy Vary,2020,MDMA,10.49
2787,Ostrava,2020,MDMA,16.77
2788,Prague (2),2020,MDMA,36.18
2789,Chemnitz,2020,MDMA,11.66
2790,Dortmund,2020,MDMA,20.61
2791,Dresden,2020,MDMA,16.94
2793,Erfurt,2020,MDMA,13.06
2794,Hamburg (2),2020,MDMA,19.34
2795,Magdeburg,2020,MDMA,19.06
2796,Munich G,2020,MDMA,14.38
2797,Nuremberg,2020,MDMA,5.64
2799,Castellon,2020,MDMA,3.34
2800,Santiago,2020,MDMA,29.64
2802,Helsinki,2020,MDMA,40.13
2804,Joensuu,2020,MDMA,11.6
2806,Kajaani,2020,MDMA,5.91
2807,Kemi,2020,MDMA,10.34
2808,Kokkola,2020,MDMA,20.42
2810,Kouvola,2020,MDMA,25.52
2811,Kuopio,2020,MDMA,17.47
2812,Lahti,2020,MDMA,38.8
2813,Lappeenranta,2020,MDMA,15.07
2814,Mariehamn,2020,MDMA,0.83
2815,Mikkeli,2020,MDMA,36.11
2816,Oulu,2020,MDMA,19.57
2818,Pori,2020,MDMA,17.44
2820,Rovaniemi,2020,MDMA,21.99
2824,Tampere,2020,MDMA,31.54
2825,Turku,2020,MDMA,36.31
2826,Vaasa,2020,MDMA,24.56
2828,Paris Seine Centre,2020,MDMA,32.29
2829,Zagreb,2020,MDMA,41.38
2830,Bozen,2020,MDMA,2.03
2831,Milan,2020,MDMA,2.47
2832,Kaunas,2020,MDMA,20.7
2833,Klaipeda,2020,MDMA,14.42
2834,Vilnius,2020,MDMA,31.83
2835,Riga,2020,MDMA,42.98
2836,Amsterdam,2020,MDMA,137.89
2837,Eindhoven,2020,MDMA,101.21
2838,Utrecht,2020,MDMA,130.5
2839,Krakow P,2020,MDMA,30.72
2841,Lisbon,2020,MDMA,44.68
2842,Porto,2020,MDMA,21.33
2843,Novi Sad,2020,MDMA,19.61
2846,Stockholm (2),2020,MDMA,39.95
2848,Uppsala,2020,MDMA,20.36
2850,Koper,2020,MDMA,3.79
2851,Ljubljana,2020,MDMA,102.52
2852,Maribor,2020,MDMA,8.73
2853,Novo mesto,2020,MDMA,2.72
2854,Velenje,2020,MDMA,6.14
2855,Adana,2020,MDMA,30.93
2856,Istanbul (II-VII),2020,MDMA,26.33
2857,Graz,2020,amphetamine,29.27
2859,Innsbruck,2020,amphetamine,17.55
2860,Kapfenberg,2020,amphetamine,26.45
2861,Kufstein,2020,amphetamine,14.2
2862,Purgstall,2020,amphetamine,23.77
2863,Region Millstättersee,2020,amphetamine,6.16
2865,Wasserverband Hofsteig,2020,amphetamine,24.26
2866,Antwerp Zuid,2020,amphetamine,346.74
2868,Brussels,2020,amphetamine,55.99
2869,Berne,2020,amphetamine,55.78
2870,Geneva,2020,amphetamine,0.0
2871,St. Gallen Hofen,2020,amphetamine,76.0
2872,Zurich,2020,amphetamine,42.09
2874,Karlovy Vary,2020,amphetamine,31.78
2875,Ostrava,2020,amphetamine,76.6
2876,Prague (2),2020,amphetamine,39.08
2877,Chemnitz,2020,amphetamine,19.73
2878,Dortmund,2020,amphetamine,143.13
2879,Dresden,2020,amphetamine,28.32
2881,Erfurt,2020,amphetamine,44.31
2882,Hamburg (2),2020,amphetamine,62.51
2883,Magdeburg,2020,amphetamine,114.45
2884,Munich G,2020,amphetamine,14.14
2885,Nuremberg,2020,amphetamine,33.18
2887,Castellon,2020,amphetamine,0.0
2888,Santiago,2020,amphetamine,0.0
2890,Helsinki,2020,amphetamine,261.38
2892,Joensuu,2020,amphetamine,133.61
2894,Kajaani,2020,amphetamine,51.8
2895,Kemi,2020,amphetamine,265.0
2896,Kokkola,2020,amphetamine,30.65
2898,Kouvola,2020,amphetamine,238.7
2899,Kuopio,2020,amphetamine,190.48
2900,Lahti,2020,amphetamine,342.78
2901,Lappeenranta,2020,amphetamine,86.31
2902,Mariehamn,2020,amphetamine,18.4
2903,Mikkeli,2020,amphetamine,126.83
2904,Oulu,2020,amphetamine,106.73
2906,Pori,2020,amphetamine,78.45
2908,Rovaniemi,2020,amphetamine,170.03
2912,Tampere,2020,amphetamine,157.13
2913,Turku,2020,amphetamine,110.4
2914,Vaasa,2020,amphetamine,178.68
2916,Paris Seine Centre,2020,amphetamine,0.0
2917,Zagreb,2020,amphetamine,1013.84
2918,Bozen,2020,amphetamine,1.99
2919,Milan,2020,amphetamine,0.0
2920,Kaunas,2020,amphetamine,52.39
2921,Klaipeda,2020,amphetamine,23.11
2922,Vilnius,2020,amphetamine,50.62
2923,Riga,2020,amphetamine,53.45
2924,Amsterdam,2020,amphetamine,107.6
2925,Eindhoven,2020,amphetamine,271.53
2926,Utrecht,2020,amphetamine,175.65
2927,Krakow P,2020,amphetamine,71.39
2929,Lisbon,2020,amphetamine,4.59
2930,Porto,2020,amphetamine,0.0
2931,Novi Sad,2020,amphetamine,69.76
2934,Stockholm (2),2020,amphetamine,329.97
2936,Uppsala,2020,amphetamine,173.33
2938,Koper,2020,amphetamine,0.0
2939,Ljubljana,2020,amphetamine,14.06
2940,Maribor,2020,amphetamine,4.44
2941,Novo mesto,2020,amphetamine,2.66
2942,Velenje,2020,amphetamine,95.79
2943,Graz,2020,cannabis,50.69
2945,Innsbruck,2020,cannabis,61.49
2946,Kapfenberg,2020,cannabis,60.49
2947,Kufstein,2020,cannabis,59.41
2948,Purgstall,2020,cannabis,38.96
2949,Region Millstättersee,2020,cannabis,31.63
2951,Wasserverband Hofsteig,2020,cannabis,79.34
2952,Berne,2020,cannabis,11.92
2953,Geneva,2020,cannabis,188.27
2954,St. Gallen Hofen,2020,cannabis,10.23
2955,Zurich,2020,cannabis,114.68
2956,Karlovy Vary,2020,cannabis,100.54
2957,Ostrava,2020,cannabis,70.68
2958,Prague (2),2020,cannabis,90.35
2959,Castellon,2020,cannabis,69.49
2960,Santiago,2020,cannabis,92.14
2961,Paris Seine Centre,2020,cannabis,163.69
2962,Athens,2020,cannabis,41.56
2963,Eleusis,2020,cannabis,18.98
2964,Zagreb,2020,cannabis,228.93
2965,Bozen,2020,cannabis,33.86
2966,Milan,2020,cannabis,47.64
2967,Amsterdam,2020,cannabis,247.53
2968,Eindhoven,2020,cannabis,135.44
2969,Utrecht,2020,cannabis,146.02
2970,Krakow P,2020,cannabis,29.88
2972,Lisbon,2020,cannabis,91.24
2973,Porto,2020,cannabis,63.21
2977,Adana,2020,cannabis,15.89
2978,Istanbul (II-VII),2020,cannabis,35.81
2979,Graz,2020,cocaine,138.22
2981,Innsbruck,2020,cocaine,320.67
2982,Kapfenberg,2020,cocaine,146.46
2983,Kufstein,2020,cocaine,404.04
2984,Purgstall,2020,cocaine,24.39
2985,Region Millstättersee,2020,cocaine,75.72
2987,Wasserverband Hofsteig,2020,cocaine,196.67
2988,Antwerp Zuid,2020,cocaine,1174.88
2990,Brussels,2020,cocaine,474.2
2991,Berne,2020,cocaine,567.18
2992,Geneva,2020,cocaine,501.5
2993,St. Gallen Hofen,2020,cocaine,691.83
2994,Zurich,2020,cocaine,874.36
2996,Karlovy Vary,2020,cocaine,63.51
2997,Ostrava,2020,cocaine,45.4
2998,Prague (2),2020,cocaine,267.94
2999,Chemnitz,2020,cocaine,27.34
3000,Dortmund,2020,cocaine,305.04
3001,Dresden,2020,cocaine,42.14
3003,Erfurt,2020,cocaine,71.02
3004,Hamburg (2),2020,cocaine,459.17
3005,Magdeburg,2020,cocaine,180.79
3006,Munich G,2020,cocaine,191.33
3007,Nuremberg,2020,cocaine,38.24
3009,Castellon,2020,cocaine,437.9
3010,Santiago,2020,cocaine,610.78
3012,Helsinki,2020,cocaine,81.98
3014,Joensuu,2020,cocaine,1.74
3016,Kajaani,2020,cocaine,0.93
3017,Kemi,2020,cocaine,1.86
3018,Kokkola,2020,cocaine,0.75
3020,Kouvola,2020,cocaine,7.55
3021,Kuopio,2020,cocaine,5.89
3022,Lahti,2020,cocaine,37.49
3023,Lappeenranta,2020,cocaine,1.47
3024,Mariehamn,2020,cocaine,41.53
3025,Mikkeli,2020,cocaine,2.98
3026,Oulu,2020,cocaine,3.72
3028,Pori,2020,cocaine,3.74
3030,Rovaniemi,2020,cocaine,3.24
3034,Tampere,2020,cocaine,18.29
3035,Turku,2020,cocaine,17.52
3036,Vaasa,2020,cocaine,1.82
3038,Paris Seine Centre,2020,cocaine,410.58
3039,Zagreb,2020,cocaine,510.24
3040,Bozen,2020,cocaine,333.1
3041,Milan,2020,cocaine,401.44
3042,Kaunas,2020,cocaine,65.35
3043,Klaipeda,2020,cocaine,89.91
3044,Vilnius,2020,cocaine,70.99
3045,Riga,2020,cocaine,78.63
3046,Amsterdam,2020,cocaine,768.64
3047,Eindhoven,2020,cocaine,522.95
3048,Utrecht,2020,cocaine,493.63
3049,Krakow P,2020,cocaine,53.96
3051,Lisbon,2020,cocaine,365.8
3052,Porto,2020,cocaine,329.85
3053,Novi Sad,2020,cocaine,125.95
3056,Stockholm (2),2020,cocaine,323.34
3058,Uppsala,2020,cocaine,94.74
3060,Koper,2020,cocaine,320.99
3061,Ljubljana,2020,cocaine,336.05
3062,Maribor,2020,cocaine,139.68
3063,Novo mesto,2020,cocaine,107.44
3064,Velenje,2020,cocaine,148.13
3065,Adana,2020,cocaine,4.89
3066,Istanbul (II-VII),2020,cocaine,54.44
3067,Graz,2020,methamphetamine,7.27
3069,Innsbruck,2020,methamphetamine,3.69
3070,Kapfenberg,2020,methamphetamine,1.14
3071,Kufstein,2020,methamphetamine,2.12
3072,Purgstall,2020,methamphetamine,1.32
3073,Region Millstättersee,2020,methamphetamine,5.48
3075,Wasserverband Hofsteig,2020,methamphetamine,1.8
3076,Antwerp Zuid,2020,methamphetamine,39.01
3078,Brussels,2020,methamphetamine,11.39
3079,Berne,2020,methamphetamine,28.61
3080,Geneva,2020,methamphetamine,8.18
3081,St. Gallen Hofen,2020,methamphetamine,9.01
3082,Zurich,2020,methamphetamine,60.38
3084,Karlovy Vary,2020,methamphetamine,388.75
3085,Ostrava,2020,methamphetamine,702.94
3086,Prague (2),2020,methamphetamine,327.64
3087,Chemnitz,2020,methamphetamine,328.95
3088,Dortmund,2020,methamphetamine,0.0
3089,Dresden,2020,methamphetamine,201.51
3091,Erfurt,2020,methamphetamine,435.28
3092,Hamburg (2),2020,methamphetamine,7.64
3093,Magdeburg,2020,methamphetamine,142.63
3094,Munich G,2020,methamphetamine,9.3
3095,Nuremberg,2020,methamphetamine,123.56
3097,Castellon,2020,methamphetamine,0.0
3098,Santiago,2020,methamphetamine,0.0
3100,Helsinki,2020,methamphetamine,10.15
3102,Joensuu,2020,methamphetamine,1.32
3104,Kajaani,2020,methamphetamine,1.11
3105,Kemi,2020,methamphetamine,1.02
3106,Kokkola,2020,methamphetamine,0.71
3108,Kouvola,2020,methamphetamine,2.08
3109,Kuopio,2020,methamphetamine,1.77
3110,Lahti,2020,methamphetamine,19.39
3111,Lappeenranta,2020,methamphetamine,0.72
3112,Mariehamn,2020,methamphetamine,0.0
3113,Mikkeli,2020,methamphetamine,4.7
3114,Oulu,2020,methamphetamine,1.21
3116,Pori,2020,methamphetamine,1.49
3118,Rovaniemi,2020,methamphetamine,1.87
3122,Tampere,2020,methamphetamine,1.76
3123,Turku,2020,methamphetamine,4.34
3124,Vaasa,2020,methamphetamine,3.07
3126,Paris Seine Centre,2020,methamphetamine,0.0
3127,Athens,2020,methamphetamine,18.31
3128,Eleusis,2020,methamphetamine,0.0
3129,Zagreb,2020,methamphetamine,6.14
3130,Bozen,2020,methamphetamine,1.32
3131,Milan,2020,methamphetamine,11.09
3132,Kaunas,2020,methamphetamine,6.37
3133,Klaipeda,2020,methamphetamine,3.34
3134,Vilnius,2020,methamphetamine,1.71
3135,Riga,2020,methamphetamine,76.82
3136,Amsterdam,2020,methamphetamine,26.53
3137,Eindhoven,2020,methamphetamine,26.61
3138,Utrecht,2020,methamphetamine,4.83
3139,Krakow P,2020,methamphetamine,1.67
3141,Lisbon,2020,methamphetamine,3.76
3142,Porto,2020,methamphetamine,0.0
3143,Novi Sad,2020,methamphetamine,0.0
3146,Stockholm (2),2020,methamphetamine,13.97
3148,Uppsala,2020,methamphetamine,1.5
3150,Koper,2020,methamphetamine,0.41
3151,Ljubljana,2020,methamphetamine,1.12
3152,Maribor,2020,methamphetamine,0.0
3153,Novo mesto,2020,methamphetamine,0.0
3154,Velenje,2020,methamphetamine,0.97
3155,Istanbul (II-VII),2020,methamphetamine,28.83
3156,Graz,2019,MDMA,17.39
3158,Innsbruck,2019,MDMA,23.51
3159,Kapfenberg,2019,MDMA,24.23
3161,Purgstall,2019,MDMA,4.41
3162,Region Millstättersee,2019,MDMA,5.63
3163,Wasserverband Hofsteig,2019,MDMA,11.91
3164,Antwerp Zuid,2019,MDMA,119.24
3166,Brussels,2019,MDMA,28.65
3168,Oostende,2019,MDMA,25.96
3169,Basel,2019,MDMA,21.94
3170,Berne,2019,MDMA,18.65
3171,Geneva,2019,MDMA,27.68
3172,St. Gallen Hofen,2019,MDMA,28.61
3173,Zurich,2019,MDMA,53.66
3175,Ostrava,2019,MDMA,25.14
3176,Prague (2),2019,MDMA,93.78
3177,Chemnitz,2019,MDMA,5.96
3178,Dortmund,2019,MDMA,15.34
3179,Dresden,2019,MDMA,8.0
3181,Erfurt,2019,MDMA,10.61
3182,Munich G,2019,MDMA,17.09
3184,Copenhagen,2019,MDMA,36.91
3185,Barcelona,2019,MDMA,54.76
3186,Castellon,2019,MDMA,12.36
3187,Madrid VdlV,2019,MDMA,9.07
3188,Santiago,2019,MDMA,15.04
3191,Helsinki,2019,MDMA,44.06
3192,Tampere,2019,MDMA,23.25
3193,Turku,2019,MDMA,29.26
3194,Bordeaux I,2019,MDMA,36.89
3195,Paris Seine Centre,2019,MDMA,27.14
3196,Athens,2019,MDMA,6.36
3197,Eleusis,2019,MDMA,0.83
3198,Zagreb,2019,MDMA,36.5
3199,Bozen,2019,MDMA,4.84
3200,Milan,2019,MDMA,6.45
3201,Kaunas,2019,MDMA,31.79
3202,Klaipeda,2019,MDMA,43.15
3203,Vilnius,2019,MDMA,39.67
3204,Riga,2019,MDMA,25.71
3205,Amsterdam,2019,MDMA,287.44
3206,Eindhoven,2019,MDMA,119.67
3207,Utrecht,2019,MDMA,129.13
3208,Krakow P,2019,MDMA,26.79
3210,Lisbon,2019,MDMA,40.53
3211,Porto,2019,MDMA,21.38
3213,Stockholm (2),2019,MDMA,27.49
3214,Uppsala,2019,MDMA,17.24
3216,Koper,2019,MDMA,11.76
3217,Ljubljana,2019,MDMA,26.33
3218,Maribor,2019,MDMA,20.07
3219,Novo mesto,2019,MDMA,8.77
3220,Velenje,2019,MDMA,10.15
3221,Adana,2019,MDMA,14.51
3222,Istanbul (II-VII),2019,MDMA,33.09
3223,Graz,2019,amphetamine,26.67
3225,Innsbruck,2019,amphetamine,19.23
3226,Kapfenberg,2019,amphetamine,30.69
3228,Purgstall,2019,amphetamine,13.74
3229,Region Millstättersee,2019,amphetamine,2.57
3230,Wasserverband Hofsteig,2019,amphetamine,18.08
3231,Antwerp Zuid,2019,amphetamine,302.02
3233,Brussels,2019,amphetamine,46.52
3235,Oostende,2019,amphetamine,291.64
3236,Basel,2019,amphetamine,35.16
3237,Berne,2019,amphetamine,54.7
3238,Geneva,2019,amphetamine,8.34
3239,St. Gallen Hofen,2019,amphetamine,61.84
3240,Zurich,2019,amphetamine,58.11
3242,Ostrava,2019,amphetamine,48.67
3243,Prague (2),2019,amphetamine,81.29
3244,Chemnitz,2019,amphetamine,12.01
3245,Dortmund,2019,amphetamine,188.83
3246,Dresden,2019,amphetamine,35.44
3248,Erfurt,2019,amphetamine,45.73
3249,Munich G,2019,amphetamine,26.18
3251,Copenhagen,2019,amphetamine,74.27
3252,Barcelona,2019,amphetamine,32.27
3253,Castellon,2019,amphetamine,0.0
3254,Madrid VdlV,2019,amphetamine,0.0
3255,Santiago,2019,amphetamine,10.04
3258,Helsinki,2019,amphetamine,201.6
3259,Tampere,2019,amphetamine,125.68
3260,Turku,2019,amphetamine,137.17
3261,Bordeaux I,2019,amphetamine,0.0
3262,Paris Seine Centre,2019,amphetamine,0.0
3263,Zagreb,2019,amphetamine,145.67
3264,Bozen,2019,amphetamine,1.83
3265,Milan,2019,amphetamine,3.56
3266,Kaunas,2019,amphetamine,43.07
3267,Klaipeda,2019,amphetamine,19.36
3268,Vilnius,2019,amphetamine,32.32
3269,Riga,2019,amphetamine,57.91
3270,Amsterdam,2019,amphetamine,164.43
3271,Utrecht,2019,amphetamine,144.77
3272,Krakow P,2019,amphetamine,65.9
3274,Lisbon,2019,amphetamine,3.21
3275,Porto,2019,amphetamine,2.0
3277,Stockholm (2),2019,amphetamine,446.94
3278,Uppsala,2019,amphetamine,114.48
3280,Koper,2019,amphetamine,8.22
