,city_name,ref_year,metabolite_name,daily_mean_concentration
798,Graz,2024,MDMA,15.53
800,Innsbruck,2024,MDMA,22.71
801,Kapfenberg,2024,MDMA,7.79
802,Klagenfurt,2024,MDMA,9.5
804,Kufstein,2024,MDMA,8.8
805,Purgstall,2024,MDMA,23.64
806,Region Millstättersee,2024,MDMA,5.89
807,Ried im Innkreis,2024,MDMA,6.3
808,Salzburg,2024,MDMA,8.85
809,Steyr,2024,MDMA,12.16
811,Wasserverband Hofsteig,2024,MDMA,9.59
812,Wien,2024,MDMA,21.05
813,Wiener Neustadt,2024,MDMA,11.86
814,Wildon,2024,MDMA,6.02
815,Antwerp Zuid,2024,MDMA,140.31
816,Brussels,2024,MDMA,76.97
817,Basel,2024,MDMA,14.81
818,Berne,2024,MDMA,25.98
819,Geneva,2024,MDMA,38.59
820,Zurich,2024,MDMA,46.76
824,Nicosia (2),2024,MDMA,1.62
826,Brno,2024,MDMA,16.12
828,Karlovy Vary,2024,MDMA,14.32
829,Ostrava,2024,MDMA,26.41
830,Plzen,2024,MDMA,23.2
831,Prague (2),2024,MDMA,54.74
833,Chemnitz,2024,MDMA,11.71
834,Dortmund,2024,MDMA,37.07
835,Dresden,2024,MDMA,17.11
836,Erfurt,2024,MDMA,28.6
837,Hannover (2),2024,MDMA,26.07
838,Magdeburg,2024,MDMA,21.33
839,Munich G,2024,MDMA,39.37
840,Nuremberg,2024,MDMA,15.44
842,Stuttgart,2024,MDMA,22.84
843,Aalborg,2024,MDMA,18.38
844,Aarhus,2024,MDMA,12.33
845,Copenhagen,2024,MDMA,37.0
848,Odense,2024,MDMA,10.03
849,Barcelona,2024,MDMA,47.17
850,Castellon,2024,MDMA,51.94
851,Granada,2024,MDMA,34.34
852,Lleida,2024,MDMA,42.47
853,Santiago,2024,MDMA,16.84
854,Tarragona,2024,MDMA,32.14
856,Helsinki,2024,MDMA,35.19
859,Joensuu,2024,MDMA,29.42
861,Kajaani,2024,MDMA,6.03
862,Kemi,2024,MDMA,10.3
863,Kokkola,2024,MDMA,8.86
865,Kouvola,2024,MDMA,10.83
866,Kuopio,2024,MDMA,15.71
867,Lahti,2024,MDMA,16.1
868,Lappeenranta,2024,MDMA,12.06
869,Mariehamn,2024,MDMA,5.52
870,Mikkeli,2024,MDMA,5.38
871,Oulu,2024,MDMA,25.74
873,Pori,2024,MDMA,16.28
876,Rovaniemi,2024,MDMA,21.25
879,Tampere,2024,MDMA,28.54
880,Turku,2024,MDMA,34.57
881,Vaasa,2024,MDMA,22.01
883,Paris Seine Centre,2024,MDMA,50.57
884,Athens,2024,MDMA,7.77
885,Split,2024,MDMA,35.49
886,Zagreb,2024,MDMA,20.71
887,Dublin,2024,MDMA,41.72
888,Bologna,2024,MDMA,12.92
889,Bozen,2024,MDMA,7.68
890,Milan,2024,MDMA,14.44
891,Rome,2024,MDMA,5.55
892,Kaunas,2024,MDMA,12.42
893,Klaipeda,2024,MDMA,14.9
894,Vilnius,2024,MDMA,19.75
895,Luxembourg,2024,MDMA,22.21
896,Riga,2024,MDMA,16.19
897,Amsterdam,2024,MDMA,282.51
898,Groningen,2024,MDMA,106.17
899,Rotterdam (2),2024,MDMA,111.9
900,Utrecht,2024,MDMA,110.47
901,Zwolle,2024,MDMA,49.98
902,Bergen (2),2024,MDMA,36.65
903,Oslo (2),2024,MDMA,37.79
904,Trondheim (2),2024,MDMA,21.17
905,Krakow P,2024,MDMA,42.26
907,Lisbon,2024,MDMA,81.77
908,Porto,2024,MDMA,21.99
909,Bucharest,2024,MDMA,11.01
911,Karlstad,2024,MDMA,6.55
912,Stockholm (2),2024,MDMA,23.35
916,Koper,2024,MDMA,18.97
917,Kranj,2024,MDMA,11.42
918,Ljubljana,2024,MDMA,32.21
919,Maribor,2024,MDMA,17.84
920,Novo mesto,2024,MDMA,1.13
921,Velenje,2024,MDMA,1.95
922,Bratislava C,2024,MDMA,18.07
923,Piestany,2024,MDMA,8.58
924,Ankara,2024,MDMA,11.44
925,Istanbul (II-VII),2024,MDMA,14.02
926,Graz,2024,amphetamine,49.64
928,Innsbruck,2024,amphetamine,16.36
929,Kapfenberg,2024,amphetamine,62.69
930,Klagenfurt,2024,amphetamine,7.15
932,Kufstein,2024,amphetamine,15.91
933,Purgstall,2024,amphetamine,15.69
934,Region Millstättersee,2024,amphetamine,6.19
935,Ried im Innkreis,2024,amphetamine,101.68
936,Salzburg,2024,amphetamine,24.3
937,Steyr,2024,amphetamine,37.45
939,Wasserverband Hofsteig,2024,amphetamine,36.0
940,Wien,2024,amphetamine,42.3
941,Wiener Neustadt,2024,amphetamine,26.28
942,Wildon,2024,amphetamine,39.59
943,Antwerp Zuid,2024,amphetamine,376.09
944,Brussels,2024,amphetamine,85.56
945,Basel,2024,amphetamine,22.53
946,Berne,2024,amphetamine,62.87
947,Geneva,2024,amphetamine,13.69
948,Zurich,2024,amphetamine,59.59
952,Nicosia (2),2024,amphetamine,5.77
954,Brno,2024,amphetamine,26.51
956,Karlovy Vary,2024,amphetamine,32.85
957,Ostrava,2024,amphetamine,56.62
958,Plzen,2024,amphetamine,57.48
959,Prague (2),2024,amphetamine,53.78
961,Chemnitz,2024,amphetamine,27.43
962,Dortmund,2024,amphetamine,262.2
963,Dresden,2024,amphetamine,50.58
964,Erfurt,2024,amphetamine,64.62
965,Hannover (2),2024,amphetamine,97.34
966,Magdeburg,2024,amphetamine,131.37
967,Munich G,2024,amphetamine,37.87
968,Nuremberg,2024,amphetamine,53.19
970,Stuttgart,2024,amphetamine,111.13
971,Aalborg,2024,amphetamine,112.76
972,Aarhus,2024,amphetamine,74.1
973,Copenhagen,2024,amphetamine,95.78
976,Odense,2024,amphetamine,121.81
977,Barcelona,2024,amphetamine,41.91
978,Granada,2024,amphetamine,21.05
979,Lleida,2024,amphetamine,42.25
980,Santiago,2024,amphetamine,10.93
981,Tarragona,2024,amphetamine,54.73
983,Helsinki,2024,amphetamine,186.03
986,Joensuu,2024,amphetamine,101.27
988,Kajaani,2024,amphetamine,159.91
989,Kemi,2024,amphetamine,84.98
990,Kokkola,2024,amphetamine,88.64
992,Kouvola,2024,amphetamine,146.96
993,Kuopio,2024,amphetamine,205.7
994,Lahti,2024,amphetamine,216.24
995,Lappeenranta,2024,amphetamine,174.2
996,Mariehamn,2024,amphetamine,86.8
997,Mikkeli,2024,amphetamine,91.4
998,Oulu,2024,amphetamine,140.06
1000,Pori,2024,amphetamine,61.32
1003,Rovaniemi,2024,amphetamine,188.72
1006,Tampere,2024,amphetamine,159.96
1007,Turku,2024,amphetamine,167.53
1008,Vaasa,2024,amphetamine,73.9
1010,Paris Seine Centre,2024,amphetamine,5.85
1011,Athens,2024,amphetamine,12.98
1012,Split,2024,amphetamine,79.93
1013,Zagreb,2024,amphetamine,82.75
1014,Budapest,2024,amphetamine,203.79
1015,Dublin,2024,amphetamine,23.61
1016,Bologna,2024,amphetamine,2.9
1017,Bozen,2024,amphetamine,2.75
1018,Milan,2024,amphetamine,4.05
1019,Rome,2024,amphetamine,0.0
1020,Klaipeda,2024,amphetamine,21.86
1021,Vilnius,2024,amphetamine,57.16
1022,Luxembourg,2024,amphetamine,8.05
1023,Riga,2024,amphetamine,139.03
1024,Amsterdam,2024,amphetamine,172.25
1025,Eindhoven,2024,amphetamine,311.26
1026,Groningen,2024,amphetamine,247.35
1027,Rotterdam (2),2024,amphetamine,173.2
1028,Utrecht,2024,amphetamine,304.26
1029,Zwolle,2024,amphetamine,272.17
1030,Bergen (2),2024,amphetamine,430.06
1031,Oslo (2),2024,amphetamine,296.7
1032,Trondheim (2),2024,amphetamine,394.43
1033,Krakow P,2024,amphetamine,79.72
1035,Lisbon,2024,amphetamine,18.36
1036,Porto,2024,amphetamine,10.97
1037,Bucharest,2024,amphetamine,4.97
1039,Karlstad,2024,amphetamine,366.66
1040,Stockholm (2),2024,amphetamine,362.4
1044,Koper,2024,amphetamine,13.68
1045,Kranj,2024,amphetamine,20.6
1046,Ljubljana,2024,amphetamine,25.51
1047,Maribor,2024,amphetamine,32.51
1048,Novo mesto,2024,amphetamine,9.82
1049,Velenje,2024,amphetamine,58.28
1050,Bratislava C,2024,amphetamine,12.47
1051,Piestany,2024,amphetamine,7.62
1052,Ankara,2024,amphetamine,6.73
1053,Istanbul (II-VII),2024,amphetamine,5.9
1054,Graz,2024,cannabis,66.17
1056,Innsbruck,2024,cannabis,79.05
1057,Kapfenberg,2024,cannabis,53.46
1058,Klagenfurt,2024,cannabis,42.84
1060,Kufstein,2024,cannabis,74.09
1061,Purgstall,2024,cannabis,38.52
1062,Region Millstättersee,2024,cannabis,25.8
1063,Ried im Innkreis,2024,cannabis,58.15
1064,Salzburg,2024,cannabis,50.76
1065,Steyr,2024,cannabis,61.54
1067,Wasserverband Hofsteig,2024,cannabis,55.86
1068,Wien,2024,cannabis,87.34
1069,Wiener Neustadt,2024,cannabis,55.94
1070,Wildon,2024,cannabis,31.32
1071,Basel,2024,cannabis,30.7
1072,Berne,2024,cannabis,47.01
1073,Geneva,2024,cannabis,145.37
1074,Zurich,2024,cannabis,87.59
1075,Brno,2024,cannabis,72.31
1077,Karlovy Vary,2024,cannabis,71.97
1078,Ostrava,2024,cannabis,61.53
1079,Plzen,2024,cannabis,105.41
1080,Prague (2),2024,cannabis,80.35
1082,Aalborg,2024,cannabis,90.62
1083,Aarhus,2024,cannabis,65.53
1084,Copenhagen,2024,cannabis,123.35
1087,Odense,2024,cannabis,78.41
1088,Barcelona,2024,cannabis,220.68
1089,Castellon,2024,cannabis,65.04
1090,Lleida,2024,cannabis,121.31
1091,Santiago,2024,cannabis,54.32
1092,Tarragona,2024,cannabis,228.9
1093,Paris Seine Centre,2024,cannabis,53.88
1094,Athens,2024,cannabis,36.9
1095,Split,2024,cannabis,4.93
1096,Zagreb,2024,cannabis,88.8
1097,Budapest,2024,cannabis,56.78
1098,Dublin,2024,cannabis,98.1
1099,Bologna,2024,cannabis,82.04
1100,Bozen,2024,cannabis,52.72
1101,Milan,2024,cannabis,52.28
1102,Rome,2024,cannabis,78.77
1103,Luxembourg,2024,cannabis,140.4
1104,Amsterdam,2024,cannabis,319.46
1105,Eindhoven,2024,cannabis,124.64
1106,Groningen,2024,cannabis,258.08
1107,Rotterdam (2),2024,cannabis,147.99
1108,Utrecht,2024,cannabis,122.44
1109,Zwolle,2024,cannabis,98.16
1110,Bergen (2),2024,cannabis,132.72
1111,Oslo (2),2024,cannabis,163.11
1112,Trondheim (2),2024,cannabis,110.78
1113,Krakow P,2024,cannabis,41.68
1115,Lisbon,2024,cannabis,150.83
1116,Porto,2024,cannabis,53.74
1118,Karlstad,2024,cannabis,36.84
1119,Stockholm (2),2024,cannabis,57.61
1123,Koper,2024,cannabis,81.88
1124,Kranj,2024,cannabis,45.65
1125,Ljubljana,2024,cannabis,90.21
1126,Maribor,2024,cannabis,64.97
1127,Novo mesto,2024,cannabis,36.84
1128,Velenje,2024,cannabis,68.18
1129,Bratislava C,2024,cannabis,58.46
1130,Piestany,2024,cannabis,52.34
1131,Ankara,2024,cannabis,16.86
1132,Istanbul (II-VII),2024,cannabis,16.52
1133,Graz,2024,cocaine,332.85
1135,Innsbruck,2024,cocaine,522.76
1136,Kapfenberg,2024,cocaine,166.56
1137,Klagenfurt,2024,cocaine,311.32
1139,Kufstein,2024,cocaine,641.52
1140,Purgstall,2024,cocaine,66.4
1141,Region Millstättersee,2024,cocaine,172.0
1142,Ried im Innkreis,2024,cocaine,95.96
1143,Salzburg,2024,cocaine,279.9
1144,Steyr,2024,cocaine,149.75
1146,Wasserverband Hofsteig,2024,cocaine,342.0
1147,Wien,2024,cocaine,443.95
1148,Wiener Neustadt,2024,cocaine,277.24
1149,Wildon,2024,cocaine,165.58
1150,Antwerp Zuid,2024,cocaine,1996.98
1151,Brussels,2024,cocaine,1186.34
1152,Basel,2024,cocaine,569.48
1153,Berne,2024,cocaine,660.77
1154,Geneva,2024,cocaine,917.84
1155,Zurich,2024,cocaine,1086.39
1159,Nicosia (2),2024,cocaine,43.54
1161,Brno,2024,cocaine,193.39
1163,Karlovy Vary,2024,cocaine,103.2
1164,Ostrava,2024,cocaine,119.23
1165,Plzen,2024,cocaine,200.1
1166,Prague (2),2024,cocaine,501.72
1168,Chemnitz,2024,cocaine,57.48
1169,Dortmund,2024,cocaine,480.76
1170,Dresden,2024,cocaine,101.92
1171,Erfurt,2024,cocaine,118.62
1172,Hannover (2),2024,cocaine,421.51
1173,Magdeburg,2024,cocaine,226.4
1174,Munich G,2024,cocaine,407.64
1175,Nuremberg,2024,cocaine,91.62
1177,Stuttgart,2024,cocaine,436.81
1178,Aalborg,2024,cocaine,488.12
1179,Aarhus,2024,cocaine,287.21
1180,Copenhagen,2024,cocaine,548.44
1183,Odense,2024,cocaine,406.63
1184,Barcelona,2024,cocaine,349.44
1185,Castellon,2024,cocaine,752.07
1186,Lleida,2024,cocaine,623.86
1187,Santiago,2024,cocaine,609.79
1188,Tarragona,2024,cocaine,1482.91
1190,Helsinki,2024,cocaine,224.53
1193,Joensuu,2024,cocaine,23.45
1195,Kajaani,2024,cocaine,17.55
1196,Kemi,2024,cocaine,8.15
1197,Kokkola,2024,cocaine,3.05
1199,Kouvola,2024,cocaine,32.39
1200,Kuopio,2024,cocaine,27.42
1201,Lahti,2024,cocaine,111.14
1202,Lappeenranta,2024,cocaine,9.0
1203,Mariehamn,2024,cocaine,17.41
1204,Mikkeli,2024,cocaine,21.82
1205,Oulu,2024,cocaine,29.47
1207,Pori,2024,cocaine,21.11
1210,Rovaniemi,2024,cocaine,15.61
1213,Tampere,2024,cocaine,73.78
1214,Turku,2024,cocaine,91.21
1215,Vaasa,2024,cocaine,23.04
1217,Athens,2024,cocaine,181.21
1218,Split,2024,cocaine,232.99
1219,Zagreb,2024,cocaine,677.38
1220,Budapest,2024,cocaine,311.72
1221,Dublin,2024,cocaine,875.54
1222,Bologna,2024,cocaine,531.55
1223,Bozen,2024,cocaine,415.08
1224,Milan,2024,cocaine,402.39
1225,Rome,2024,cocaine,478.61
1226,Kaunas,2024,cocaine,254.31
1227,Klaipeda,2024,cocaine,164.15
1228,Vilnius,2024,cocaine,169.07
1229,Luxembourg,2024,cocaine,499.33
1230,Riga,2024,cocaine,202.67
1231,Amsterdam,2024,cocaine,1206.28
1232,Eindhoven,2024,cocaine,809.89
1233,Groningen,2024,cocaine,932.69
1234,Rotterdam (2),2024,cocaine,972.92
1235,Utrecht,2024,cocaine,688.55
1236,Zwolle,2024,cocaine,492.68
1237,Bergen (2),2024,cocaine,515.61
1238,Oslo (2),2024,cocaine,672.16
1239,Trondheim (2),2024,cocaine,264.37
1240,Krakow P,2024,cocaine,92.56
1242,Lisbon,2024,cocaine,625.08
1243,Porto,2024,cocaine,415.58
1244,Bucharest,2024,cocaine,200.11
1246,Karlstad,2024,cocaine,108.62
1247,Stockholm (2),2024,cocaine,374.23
1251,Koper,2024,cocaine,654.84
1252,Kranj,2024,cocaine,441.84
1253,Ljubljana,2024,cocaine,692.72
1254,Maribor,2024,cocaine,447.91
1255,Novo mesto,2024,cocaine,318.89
1256,Velenje,2024,cocaine,258.7
1257,Bratislava C,2024,cocaine,316.79
1258,Piestany,2024,cocaine,60.27
1259,Ankara,2024,cocaine,14.38
1260,Istanbul (II-VII),2024,cocaine,42.05
1261,Antwerp Zuid,2024,ketamine,71.46
1262,Brussels,2024,ketamine,43.38
1263,Basel,2024,ketamine,15.99
1264,Berne,2024,ketamine,11.33
1265,Geneva,2024,ketamine,41.11
1266,Zurich,2024,ketamine,54.3
1270,Nicosia (2),2024,ketamine,0.0
1272,Brno,2024,ketamine,3.82
1274,Karlovy Vary,2024,ketamine,0.0
1275,Ostrava,2024,ketamine,1.55
1276,Plzen,2024,ketamine,2.41
1277,Prague (2),2024,ketamine,13.59
1279,Chemnitz,2024,ketamine,0.0
1280,Dortmund,2024,ketamine,11.54
1281,Dresden,2024,ketamine,21.59
1282,Erfurt,2024,ketamine,13.28
1283,Hannover (2),2024,ketamine,19.13
1284,Magdeburg,2024,ketamine,12.77
1285,Munich G,2024,ketamine,14.51
1286,Nuremberg,2024,ketamine,11.96
1288,Stuttgart,2024,ketamine,14.74
1289,Aalborg,2024,ketamine,30.39
1290,Aarhus,2024,ketamine,3.4
1291,Copenhagen,2024,ketamine,33.44
1294,Odense,2024,ketamine,7.22
1295,Barcelona,2024,ketamine,55.96
1296,Castellon,2024,ketamine,8.53
1297,Lleida,2024,ketamine,10.61
1298,Santiago,2024,ketamine,3.97
1299,Tarragona,2024,ketamine,30.77
1301,Helsinki,2024,ketamine,10.28
1302,Tampere,2024,ketamine,10.89
1303,Turku,2024,ketamine,5.4
1304,Paris Seine Centre,2024,ketamine,15.75
1305,Athens,2024,ketamine,0.0
1306,Split,2024,ketamine,12.59
1307,Budapest,2024,ketamine,79.5
1308,Dublin,2024,ketamine,43.49
1309,Bologna,2024,ketamine,31.81
1310,Milan,2024,ketamine,24.92
1311,Rome,2024,ketamine,8.95
1312,Kaunas,2024,ketamine,0.0
1313,Klaipeda,2024,ketamine,0.0
1314,Vilnius,2024,ketamine,4.48
1315,Luxembourg,2024,ketamine,12.4
1316,Riga,2024,ketamine,0.0
1317,Amsterdam,2024,ketamine,132.21
1318,Eindhoven,2024,ketamine,90.77
1319,Groningen,2024,ketamine,41.28
1320,Rotterdam (2),2024,ketamine,61.44
1321,Utrecht,2024,ketamine,44.25
1322,Zwolle,2024,ketamine,29.59
1323,Bergen (2),2024,ketamine,37.9
1324,Oslo (2),2024,ketamine,65.51
1325,Trondheim (2),2024,ketamine,9.59
1326,Krakow P,2024,ketamine,4.05
1328,Lisbon,2024,ketamine,14.28
1329,Porto,2024,ketamine,0.94
1330,Bucharest,2024,ketamine,11.17
1332,Karlstad,2024,ketamine,4.0
1333,Stockholm (2),2024,ketamine,14.96
1337,Koper,2024,ketamine,0.0
1338,Kranj,2024,ketamine,1.48
1339,Ljubljana,2024,ketamine,8.09
1340,Maribor,2024,ketamine,1.36
1341,Novo mesto,2024,ketamine,2.01
1342,Velenje,2024,ketamine,0.0
1343,Bratislava C,2024,ketamine,5.3
1344,Piestany,2024,ketamine,2.61
1345,Graz,2024,methamphetamine,6.38
1347,Innsbruck,2024,methamphetamine,9.09
1348,Kapfenberg,2024,methamphetamine,1.13
1349,Klagenfurt,2024,methamphetamine,0.81
1351,Kufstein,2024,methamphetamine,0.68
1352,Purgstall,2024,methamphetamine,11.23
1353,Region Millstättersee,2024,methamphetamine,0.84
1354,Ried im Innkreis,2024,methamphetamine,9.01
1355,Salzburg,2024,methamphetamine,4.78
1356,Steyr,2024,methamphetamine,16.98
1358,Wasserverband Hofsteig,2024,methamphetamine,2.36
1359,Wien,2024,methamphetamine,28.98
1360,Wiener Neustadt,2024,methamphetamine,22.05
1361,Wildon,2024,methamphetamine,4.16
1362,Antwerp Zuid,2024,methamphetamine,93.94
1363,Brussels,2024,methamphetamine,40.26
1364,Basel,2024,methamphetamine,14.59
1365,Berne,2024,methamphetamine,24.34
1366,Geneva,2024,methamphetamine,18.95
1367,Zurich,2024,methamphetamine,59.76
1371,Nicosia (2),2024,methamphetamine,10.82
1373,Brno,2024,methamphetamine,417.53
1375,Karlovy Vary,2024,methamphetamine,371.95
1376,Ostrava,2024,methamphetamine,577.04
1377,Plzen,2024,methamphetamine,484.72
1378,Prague (2),2024,methamphetamine,408.54
1380,Chemnitz,2024,methamphetamine,362.0
1381,Dortmund,2024,methamphetamine,0.0
1382,Dresden,2024,methamphetamine,399.64
1383,Erfurt,2024,methamphetamine,334.94
1384,Hannover (2),2024,methamphetamine,5.42
1385,Magdeburg,2024,methamphetamine,195.41
1386,Munich G,2024,methamphetamine,18.86
1387,Nuremberg,2024,methamphetamine,175.17
1389,Stuttgart,2024,methamphetamine,14.21
1390,Aalborg,2024,methamphetamine,4.26
1391,Aarhus,2024,methamphetamine,6.72
1392,Copenhagen,2024,methamphetamine,25.38
1395,Odense,2024,methamphetamine,1.5
1396,Barcelona,2024,methamphetamine,52.36
1397,Lleida,2024,methamphetamine,0.0
1398,Santiago,2024,methamphetamine,0.0
1400,Helsinki,2024,methamphetamine,22.89
1403,Joensuu,2024,methamphetamine,14.53
1405,Kajaani,2024,methamphetamine,2.51
1406,Kemi,2024,methamphetamine,2.21
1407,Kokkola,2024,methamphetamine,1.9
1409,Kouvola,2024,methamphetamine,3.47
1410,Kuopio,2024,methamphetamine,1.24
1411,Lahti,2024,methamphetamine,2.54
1412,Lappeenranta,2024,methamphetamine,4.08
1413,Mariehamn,2024,methamphetamine,2.46
1414,Mikkeli,2024,methamphetamine,2.61
1415,Oulu,2024,methamphetamine,2.87
1417,Pori,2024,methamphetamine,2.11
1420,Rovaniemi,2024,methamphetamine,2.53
1423,Tampere,2024,methamphetamine,3.02
1424,Turku,2024,methamphetamine,9.87
1425,Vaasa,2024,methamphetamine,1.79
1427,Paris Seine Centre,2024,methamphetamine,12.25
1428,Athens,2024,methamphetamine,20.35
1429,Split,2024,methamphetamine,1.84
1430,Zagreb,2024,methamphetamine,45.47
1431,Budapest,2024,methamphetamine,11.01
1432,Dublin,2024,methamphetamine,21.56
1433,Bologna,2024,methamphetamine,23.46
1434,Bozen,2024,methamphetamine,1.06
1435,Milan,2024,methamphetamine,11.14
1436,Rome,2024,methamphetamine,13.27
1437,Klaipeda,2024,methamphetamine,1.49
1438,Vilnius,2024,methamphetamine,5.63
1439,Luxembourg,2024,methamphetamine,2.36
1440,Riga,2024,methamphetamine,22.36
1441,Amsterdam,2024,methamphetamine,64.4
1442,Groningen,2024,methamphetamine,3.44
1443,Rotterdam (2),2024,methamphetamine,9.8
1444,Utrecht,2024,methamphetamine,8.64
1445,Zwolle,2024,methamphetamine,1.14
1446,Bergen (2),2024,methamphetamine,0.0
1447,Oslo (2),2024,methamphetamine,29.35
1448,Trondheim (2),2024,methamphetamine,5.74
1449,Krakow P,2024,methamphetamine,3.57
1451,Lisbon,2024,methamphetamine,10.78
1452,Porto,2024,methamphetamine,1.49
1453,Bucharest,2024,methamphetamine,3.03
1455,Karlstad,2024,methamphetamine,1.39
1456,Stockholm (2),2024,methamphetamine,16.78
1460,Koper,2024,methamphetamine,0.0
1461,Kranj,2024,methamphetamine,0.73
1462,Ljubljana,2024,methamphetamine,4.67
1463,Maribor,2024,methamphetamine,0.0
1464,Novo mesto,2024,methamphetamine,0.0
1465,Velenje,2024,methamphetamine,0.0
1466,Bratislava C,2024,methamphetamine,295.37
1467,Piestany,2024,methamphetamine,223.78
1468,Istanbul (II-VII),2024,methamphetamine,72.13
1469,Graz,2023,MDMA,23.73
1471,Innsbruck,2023,MDMA,19.57
1472,Kapfenberg,2023,MDMA,5.77
1473,Klagenfurt,2023,MDMA,7.09
1475,Kufstein,2023,MDMA,8.59
1476,Purgstall,2023,MDMA,13.22
1477,Region Millstättersee,2023,MDMA,3.55
1478,Salzburg,2023,MDMA,6.9
1479,Steyr,2023,MDMA,15.78
1481,Wasserverband Hofsteig,2023,MDMA,5.6
1482,Wien,2023,MDMA,18.67
1483,Wiener Neustadt,2023,MDMA,10.63
1484,Wildon,2023,MDMA,10.53
1485,Antwerp Zuid,2023,MDMA,318.23
1486,Brussels,2023,MDMA,30.02
1487,Basel,2023,MDMA,16.26
1488,Berne,2023,MDMA,17.18
1489,Geneva,2023,MDMA,33.29
1490,Zurich,2023,MDMA,47.12
1494,Nicosia (2),2023,MDMA,2.99
1496,Brno,2023,MDMA,15.51
1498,Karlovy Vary,2023,MDMA,12.8
1499,Ostrava,2023,MDMA,9.71
1500,Plzen,2023,MDMA,18.69
1501,Chemnitz,2023,MDMA,12.84
1502,Dortmund,2023,MDMA,77.18
1503,Dresden,2023,MDMA,12.43
1504,Erfurt,2023,MDMA,15.24
1505,Magdeburg,2023,MDMA,20.04
1506,Munich G,2023,MDMA,16.1
1507,Nuremberg,2023,MDMA,25.87
1509,Aarhus,2023,MDMA,17.7
1510,Tallinn,2023,MDMA,27.55
1511,Tartu,2023,MDMA,24.75
1512,Barcelona,2023,MDMA,54.82
1513,Castellon,2023,MDMA,8.13
1514,Granada,2023,MDMA,78.91
1515,Lleida,2023,MDMA,11.2
1516,Santiago,2023,MDMA,16.75
1519,Helsinki,2023,MDMA,31.39
1520,Tampere,2023,MDMA,20.88
1521,Turku,2023,MDMA,22.3
1522,Paris Seine Centre,2023,MDMA,83.04
1523,Athens,2023,MDMA,3.97
1524,Debrecen,2023,MDMA,11.66
1525,Zagreb,2023,MDMA,27.27
1526,Bozen,2023,MDMA,5.61
1527,Milan,2023,MDMA,9.84
1528,Kaunas,2023,MDMA,14.86
1529,Klaipeda,2023,MDMA,8.27
1530,Vilnius,2023,MDMA,51.13
1534,Riga,2023,MDMA,28.64
1535,Amsterdam,2023,MDMA,194.56
1536,Leeuwarden,2023,MDMA,76.36
1537,Rotterdam (2),2023,MDMA,236.71
1538,Utrecht,2023,MDMA,116.73
1539,Krakow P,2023,MDMA,24.16
1541,Lisbon,2023,MDMA,33.08
1542,Porto,2023,MDMA,18.56
1543,Bucharest,2023,MDMA,15.16
1547,Koper,2023,MDMA,7.07
1548,Kranj,2023,MDMA,12.51
1549,Ljubljana,2023,MDMA,24.06
1550,Maribor,2023,MDMA,17.56
1551,Novo mesto,2023,MDMA,3.86
1552,Velenje,2023,MDMA,5.11
1553,Bratislava C,2023,MDMA,13.9
1554,Piestany,2023,MDMA,5.99
1555,Ankara,2023,MDMA,8.81
1556,Istanbul (II-VII),2023,MDMA,23.31
1557,Graz,2023,amphetamine,45.39
1559,Innsbruck,2023,amphetamine,15.6
1560,Kapfenberg,2023,amphetamine,33.43
1561,Klagenfurt,2023,amphetamine,6.41
1563,Kufstein,2023,amphetamine,20.67
1564,Purgstall,2023,amphetamine,14.31
1565,Region Millstättersee,2023,amphetamine,2.02
1566,Salzburg,2023,amphetamine,17.58
1567,Steyr,2023,amphetamine,35.52
1569,Wasserverband Hofsteig,2023,amphetamine,16.83
1570,Wien,2023,amphetamine,39.66
1571,Wiener Neustadt,2023,amphetamine,26.65
1572,Wildon,2023,amphetamine,36.21
1573,Antwerp Zuid,2023,amphetamine,391.42
1574,Brussels,2023,amphetamine,50.82
1575,Basel,2023,amphetamine,20.01
1576,Berne,2023,amphetamine,51.93
1577,Geneva,2023,amphetamine,12.55
1578,Zurich,2023,amphetamine,51.97
1582,Nicosia (2),2023,amphetamine,6.28
1584,Karlovy Vary,2023,amphetamine,50.44
1585,Ostrava,2023,amphetamine,59.32
1586,Plzen,2023,amphetamine,46.01
1587,Chemnitz,2023,amphetamine,26.68
1588,Dortmund,2023,amphetamine,234.66
1589,Dresden,2023,amphetamine,46.38
1590,Erfurt,2023,amphetamine,62.49
1591,Magdeburg,2023,amphetamine,122.97
1592,Munich G,2023,amphetamine,30.93
1593,Nuremberg,2023,amphetamine,46.96
1595,Aarhus,2023,amphetamine,83.32
1596,Tallinn,2023,amphetamine,107.59
1597,Tartu,2023,amphetamine,102.66
1598,Barcelona,2023,amphetamine,36.63
1599,Granada,2023,amphetamine,51.81
1600,Lleida,2023,amphetamine,44.23
1601,Santiago,2023,amphetamine,0.0
1602,Tarragona,2023,amphetamine,51.51
1605,Helsinki,2023,amphetamine,184.74
1606,Tampere,2023,amphetamine,137.59
1607,Turku,2023,amphetamine,117.26
1608,Paris Seine Centre,2023,amphetamine,0.0
1609,Debrecen,2023,amphetamine,35.23
1610,Zagreb,2023,amphetamine,98.29
1611,Bozen,2023,amphetamine,2.56
1612,Milan,2023,amphetamine,6.6
1613,Kaunas,2023,amphetamine,67.11
1614,Klaipeda,2023,amphetamine,19.12
1615,Vilnius,2023,amphetamine,66.07
1619,Riga,2023,amphetamine,160.07
1620,Amsterdam,2023,amphetamine,122.02
