city_name,ref_year,metabolite_name,daily_mean_concentration,nuts_code,gdp
Pori,2018,MDMA,14.92,FI196,8090820000.0
Barcelona,2019,methamphetamine,106.83,ES511,180560200000.0
Ljubljana,2022,cocaine,466.59,SI041,21835400000.0
Vilnius,2023,ketamine,10.68,LT011,33822430000.0
Lappeenranta,2020,amphetamine,86.31,FI1C5,4759790000.0
Oostende,2017,methamphetamine,0.0,BE255,4569320000.0
Bozen,2023,amphetamine,2.56,ITH10,32936080000.0
Stockholm (2),2021,methamphetamine,7.2,SE110,169083370000.0
Ninove,2015,cocaine,98.52,BE236,8085030000.0
Oostende,2018,methamphetamine,0.0,BE255,4753010000.0
Plzen,2024,cocaine,200.1,CZ032,15512850000.0
Kapfenberg,2021,MDMA,3.59,AT224,9005650000.0
Oostende,2016,methamphetamine,0.0,BE255,4431330000.0
Brussels,2024,ketamine,43.38,BE100,108152970000.0
Uppsala,2020,cocaine,94.74,SE121,16962020000.0
Munich G,2014,amphetamine,22.19,DE212,102171890000.0
Piestany,2015,methamphetamine,131.86,SK021,8790780000.0
Koper,2022,ketamine,0.0,SI044,3088180000.0
Kaunas,2023,methamphetamine,13.28,LT022,14853640000.0
Novo mesto,2021,MDMA,4.59,SI037,3472080000.0
Koper,2023,ketamine,0.0,SI044,3377760000.0
Koper,2022,amphetamine,0.0,SI044,3088180000.0
Zurich,2019,MDMA,53.66,CH040,142202870000.0
Koper,2023,amphetamine,0.0,SI044,3377760000.0
Koper,2020,amphetamine,0.0,SI044,2417460000.0
Koper,2021,amphetamine,0.0,SI044,2646180000.0
Wildon,2022,amphetamine,16.27,AT225,7049230000.0
Zagreb,2019,cocaine,395.55,HR050,19163550000.0
Turku,2018,methamphetamine,5.65,FI1C1,18907330000.0
Mariehamn,2020,MDMA,0.83,FI200,1186240000.0
Santiago,2023,cocaine,627.43,ES114,25662500000.0
Paris Seine Centre,2011,cocaine,206.3,FR101,195501600000.0
Santiago,2023,MDMA,16.75,ES114,25662500000.0
Novo mesto,2024,cocaine,318.89,SI037,4274120000.0
Athens,2013,cocaine,59.21,EL303,30236630000.0
Vilnius,2017,amphetamine,13.08,LT011,17181040000.0
Turku,2021,methamphetamine,2.45,FI1C1,19867360000.0
Athens,2019,MDMA,6.36,EL303,31523570000.0
Athens,2015,cocaine,63.03,EL303,29672920000.0
Adana,2020,cannabis,15.89,TR621,12649690000.0
Athens,2014,cocaine,80.06,EL303,30008060000.0
Kapfenberg,2023,MDMA,5.77,AT224,10433510000.0
Aarhus,2023,amphetamine,83.32,DK042,50159540000.0
Karlovy Vary,2023,methamphetamine,306.2,CZ041,5287950000.0
Nicosia (2),2021,MDMA,3.34,CY000,25679890000.0
Castellon,2018,cocaine,296.47,ES522,15685300000.0
Mariehamn,2018,cocaine,23.98,FI200,1286200000.0
Vilnius,2019,amphetamine,32.32,LT011,20916900000.0
Tarragona,2021,amphetamine,31.28,ES514,24600600000.0
Helsinki,2013,amphetamine,94.51,FI1B1,78408590000.0
Barcelona,2016,cocaine,699.1,ES511,158516200000.0
Koper,2023,cocaine,496.63,SI044,3377760000.0
Zwolle,2024,methamphetamine,1.14,NL213,33948840000.0
Athens,2017,cocaine,38.28,EL303,30257680000.0
Helsinki,2022,cocaine,118.93,FI1B1,104117050000.0
Mariehamn,2020,cocaine,41.53,FI200,1186240000.0
Istanbul (II-VII),2022,ketamine,3.3,TR100,261252960000.0
Purgstall,2020,amphetamine,23.77,AT121,8407580000.0
Klaipeda,2018,MDMA,24.97,LT023,5029040000.0
Athens,2015,MDMA,3.43,EL303,29672920000.0
Santiago,2016,cocaine,142.68,ES114,19322200000.0
Belgrade,2013,MDMA,14.81,RS110,15799150000.0
Region Millstättersee,2021,cocaine,30.44,AT212,3685400000.0
Turku,2012,amphetamine,43.61,FI1C1,15850520000.0
Innsbruck,2022,MDMA,15.59,AT332,16374560000.0
Adana,2022,MDMA,8.48,TR621,18223680000.0
Rostock,2017,amphetamine,149.99,DE803,7883190000.0
Kapfenberg,2019,amphetamine,30.69,AT224,8710790000.0
Porto,2016,methamphetamine,0.51,PT11A,29739740000.0
Basel,2022,amphetamine,45.85,CH033,49305720000.0
Bozen,2018,MDMA,5.01,ITH10,25347730000.0
Athens,2014,amphetamine,16.84,EL303,30008060000.0
Bozen,2019,cocaine,377.79,ITH10,26112740000.0
Wiener Neustadt,2022,methamphetamine,31.03,AT122,9355460000.0
Zurich,2017,MDMA,81.2,CH040,135554510000.0
Maribor,2024,amphetamine,32.51,SI032,8635780000.0
Kokkola,2020,cocaine,0.75,FI1D5,2593540000.0
Paris Seine Centre,2018,cannabis,83.14,FR101,227475800000.0
Plzen,2023,amphetamine,46.01,CZ032,15251140000.0
Berne,2019,cannabis,21.35,CH021,75541110000.0
Turku,2016,methamphetamine,26.98,FI1C1,17146510000.0
Zagreb,2018,cannabis,120.03,HR050,18103730000.0
Wasserverband Hofsteig,2021,cannabis,94.49,AT342,16261050000.0
Ostrava,2023,MDMA,9.71,CZ080,26954080000.0
Bordeaux I,2017,MDMA,18.61,FRI12,54696700000.0
Wiener Neustadt,2022,cannabis,66.82,AT122,9355460000.0
Cluj Napoca,2013,methamphetamine,0.0,RO114,2273570000.0
Rovaniemi,2018,MDMA,31.76,FI1D7,6835180000.0
Bozen,2019,methamphetamine,0.0,ITH10,26112740000.0
Antwerp Zuid,2024,cocaine,1996.98,BE211,67609830000.0
Bozen,2023,methamphetamine,0.0,ITH10,32936080000.0
Piestany,2022,cannabis,26.72,SK021,11750740000.0
Antwerp Zuid,2020,cocaine,1174.88,BE211,50545140000.0
Graz,2021,cannabis,87.17,AT221,24303050000.0
Oulu,2020,amphetamine,106.73,FI1D9,15059150000.0
Munich G,2022,cocaine,236.41,DE212,141773140000.0
Milan,2017,cocaine,341.43,ITC4C,178849410000.0
Ostrava,2019,cannabis,56.3,CZ080,20143250000.0
Berne,2019,MDMA,18.65,CH021,75541110000.0
Karlovy Vary,2024,cannabis,71.97,CZ041,5381520000.0
Eindhoven,2023,cocaine,766.11,NL414,58734250000.0
Krakow P,2021,methamphetamine,3.97,PL213,20603950000.0
Krakow P,2021,MDMA,44.13,PL213,20603950000.0
Tallinn,2023,MDMA,27.55,EE001,24099040000.0
Chemnitz,2021,methamphetamine,82.69,DE144,10807510000.0
Magdeburg,2017,amphetamine,97.91,DEE03,8193740000.0
Chemnitz,2019,MDMA,5.96,DE144,10430130000.0
Piestany,2023,ketamine,0.75,SK021,13933790000.0
Wasserverband Hofsteig,2022,methamphetamine,3.38,AT342,18380660000.0
St. Gallen Hofen,2019,cocaine,909.82,CH055,35847710000.0
Bozen,2020,MDMA,2.03,ITH10,24348130000.0
Umea,2013,methamphetamine,0.0,SE331,10358380000.0
Turku,2024,MDMA,34.57,FI1C1,22820390000.0
Wasserverband Hofsteig,2020,cannabis,79.34,AT342,13857760000.0
Brussels,2012,methamphetamine,2.09,BE100,73023930000.0
Bozen,2021,MDMA,1.36,ITH10,26606370000.0
Brno,2021,cannabis,83.8,CZ064,27338030000.0
Klaipeda,2024,methamphetamine,1.49,LT023,8111490000.0
Zagreb,2011,cocaine,49.95,HR050,15649890000.0
Wildon,2022,cannabis,47.94,AT225,7049230000.0
Athens,2013,amphetamine,16.05,EL303,30236630000.0
Porto,2024,amphetamine,10.97,PT11A,46966660000.0
Amsterdam,2018,methamphetamine,28.58,NL321,11376770000.0
Brussels,2024,methamphetamine,40.26,BE100,108152970000.0
Kokkola,2018,MDMA,2.98,FI1D5,2585950000.0
Plzen,2023,cannabis,114.72,CZ032,15251140000.0
Castellon,2022,ketamine,0.0,ES522,17356000000.0
Helsinki,2012,amphetamine,43.73,FI1B1,75617710000.0
Magdeburg,2023,cocaine,233.94,DEE03,10340220000.0
Ostrava,2019,cocaine,27.41,CZ080,20143250000.0
Castellon,2023,ketamine,3.0,ES522,17662000000.0
Vilnius,2021,amphetamine,70.02,LT011,24528170000.0
Zurich,2019,cocaine,890.94,CH040,142202870000.0
Brno,2022,ketamine,1.28,CZ064,31345910000.0
Geneva,2021,cocaine,652.8,CH013,53745470000.0
Budapest,2024,cocaine,311.72,HU110,80200670000.0
Bozen,2020,cocaine,333.1,ITH10,24348130000.0
Bozen,2022,cocaine,366.87,ITH10,29801650000.0
Turku,2024,ketamine,5.4,FI1C1,22820390000.0
Uppsala,2019,cocaine,62.27,SE121,16563910000.0
Berne,2022,cocaine,535.64,CH021,92058540000.0
Wasserverband Hofsteig,2023,methamphetamine,1.0,AT342,16220270000.0
Bozen,2021,cocaine,367.1,ITH10,26606370000.0
Copenhagen,2024,cocaine,548.44,DK011,76296400000.0
Helsinki,2020,methamphetamine,10.15,FI1B1,94011170000.0
Karlovy Vary,2021,amphetamine,33.83,CZ041,3945350000.0
Oulu,2024,amphetamine,140.06,FI1D9,18300290000.0
Belgrade,2013,cocaine,40.69,RS110,15799150000.0
Barcelona,2015,amphetamine,30.25,ES511,151999300000.0
Uppsala,2020,methamphetamine,1.5,SE121,16962020000.0
Umea,2011,amphetamine,13.82,SE331,9857530000.0
Amsterdam,2019,cocaine,986.15,NL321,11938640000.0
Maribor,2018,amphetamine,3.86,SI032,5711450000.0
Tarragona,2022,methamphetamine,9.12,ES514,27455600000.0
Porto,2020,MDMA,21.33,PT11A,32700880000.0
Castellon,2023,cocaine,445.24,ES522,17662000000.0
Kranj,2022,MDMA,11.06,SI042,4978570000.0
Porto,2021,MDMA,8.04,PT11A,35279660000.0
Amsterdam,2019,cannabis,260.78,NL321,11938640000.0
Amsterdam,2022,cannabis,169.39,NL321,14221820000.0
Eindhoven,2018,methamphetamine,2.69,NL414,40893480000.0
Eindhoven,2018,cocaine,426.93,NL414,40893480000.0
Basel,2017,MDMA,31.31,CH033,39114830000.0
Budapest,2024,cannabis,56.78,HU110,80200670000.0
Fort-de-France P,2017,cocaine,398.99,FRY20,8958800000.0
Lugano,2016,MDMA,2.52,CH052,6358330000.0
Piestany,2018,MDMA,2.46,SK021,10018620000.0
Brussels,2021,methamphetamine,17.58,BE100,89494830000.0
Hamburg (2),2017,MDMA,31.29,DE600,121730040000.0
Aarhus,2023,MDMA,17.7,DK042,50159540000.0
Oostende,2015,MDMA,9.18,BE255,4291920000.0
Wasserverband Hofsteig,2023,cannabis,49.14,AT342,16220270000.0
Novo mesto,2024,MDMA,1.13,SI037,4274120000.0
Eindhoven,2022,cocaine,713.67,NL414,53257420000.0
Brno,2023,methamphetamine,307.73,CZ064,34959370000.0
Chemnitz,2017,cocaine,20.29,DE144,9733390000.0
Madrid VdlV,2018,methamphetamine,7.93,ES300,233735800000.0
Munich G,2020,MDMA,14.38,DE212,122791920000.0
Dresden,2017,amphetamine,23.43,DE142,7752100000.0
Zagreb,2021,amphetamine,151.41,HR050,19888470000.0
Innsbruck,2023,methamphetamine,11.83,AT332,17693930000.0
Ljubljana,2017,cocaine,449.76,SI041,15832170000.0
Stockholm (2),2019,methamphetamine,13.72,SE110,150229780000.0
Stockholm (2),2020,methamphetamine,13.97,SE110,152805460000.0
Paris Seine Centre,2024,MDMA,50.57,FR101,279937500000.0
Amsterdam,2018,MDMA,182.97,NL321,11376770000.0
Zurich,2021,methamphetamine,74.02,CH040,145623080000.0
Eleusis,2019,cannabis,21.46,EL305,10542060000.0
Karlovy Vary,2021,MDMA,0.0,CZ041,3945350000.0
Karlovy Vary,2020,MDMA,10.49,CZ041,3658020000.0
Adana,2019,MDMA,14.51,TR621,13183760000.0
Zurich,2018,cocaine,855.96,CH040,138235500000.0
Krakow P,2020,cocaine,53.96,PL213,18095350000.0
Paris Seine Centre,2016,MDMA,17.16,FR101,211814700000.0
Kajaani,2022,methamphetamine,1.99,FI1D8,2987550000.0
Antwerp Zuid,2017,amphetamine,268.75,BE211,49784490000.0
Belgrade,2013,methamphetamine,0.0,RS110,15799150000.0
Karlstad,2024,MDMA,6.55,SE313,10971020000.0
Erfurt,2018,cocaine,46.05,DEG01,8692610000.0
Kranj,2022,ketamine,0.0,SI042,4978570000.0
Rovaniemi,2014,cocaine,0.39,FI1D7,6011980000.0
Bratislava C,2024,cocaine,316.79,SK010,36496500000.0
Wildon,2022,cocaine,167.42,AT225,7049230000.0
Castellon,2016,methamphetamine,0.0,ES522,14223000000.0
Helsinki,2012,MDMA,14.57,FI1B1,75617710000.0
Castellon,2019,methamphetamine,0.0,ES522,16135200000.0
Istanbul (II-VII),2023,cannabis,14.16,TR100,311324440000.0
Castellon,2017,methamphetamine,0.0,ES522,15506000000.0
Castellon,2020,methamphetamine,0.0,ES522,14341200000.0
Castellon,2023,methamphetamine,0.0,ES522,17662000000.0
Castellon,2018,methamphetamine,0.0,ES522,15685300000.0
Piestany,2013,methamphetamine,123.8,SK021,8393640000.0
Prague (2),2019,cannabis,140.77,CZ010,61469810000.0
Castellon,2022,methamphetamine,0.0,ES522,17356000000.0
Ljubljana,2020,cocaine,336.05,SI041,18055110000.0
Berne,2021,methamphetamine,42.34,CH021,81126220000.0
Klaipeda,2019,MDMA,43.15,LT023,5373520000.0
Helsinki,2023,MDMA,31.39,FI1B1,108495510000.0
Wasserverband Hofsteig,2022,cannabis,50.56,AT342,18380660000.0
Zagreb,2017,MDMA,32.62,HR050,17005490000.0
Santiago,2011,amphetamine,33.84,ES114,18292900000.0
Milan,2014,MDMA,3.96,ITC4C,163894200000.0
Barcelona,2013,cannabis,126.09,ES511,142239600000.0
Helsinki,2024,ketamine,10.28,FI1B1,108495710000.0
Amsterdam,2018,cocaine,932.36,NL321,11376770000.0
Geneva,2017,MDMA,47.18,CH013,47070740000.0
Velenje,2021,cannabis,74.48,SI034,5616580000.0
Basel,2014,amphetamine,16.56,CH033,35131350000.0
Pori,2022,methamphetamine,3.91,FI196,9063630000.0
Dortmund,2022,MDMA,11.62,DEA52,27737670000.0
Madrid VdlV,2017,cocaine,458.79,ES300,224373200000.0
Brussels,2021,MDMA,25.09,BE100,89494830000.0
Castellon,2011,methamphetamine,0.0,ES522,13533600000.0
Castellon,2012,methamphetamine,0.0,ES522,12669200000.0
Castellon,2015,methamphetamine,0.0,ES522,13628600000.0
Castellon,2013,methamphetamine,0.0,ES522,12619800000.0
Pori,2020,cocaine,3.74,FI196,8002590000.0
Istanbul (II-VII),2022,cannabis,22.91,TR100,261252960000.0
Tartu,2023,methamphetamine,10.27,EE008,7092040000.0
Castellon,2014,methamphetamine,0.0,ES522,12734900000.0
Lappeenranta,2014,methamphetamine,0.93,FI1C5,4919430000.0
Bratislava C,2018,MDMA,13.72,SK010,26068860000.0
Barcelona,2023,cocaine,619.47,ES511,209563800000.0
Tarragona,2021,cannabis,39.64,ES514,24600600000.0
Amsterdam,2020,cocaine,768.64,NL321,12017310000.0
Novo mesto,2019,cocaine,259.59,SI037,3335080000.0
Graz,2021,methamphetamine,13.09,AT221,24303050000.0
Ljubljana,2019,MDMA,26.33,SI041,18122110000.0
Barcelona,2018,methamphetamine,47.88,ES511,173436300000.0
Barcelona,2021,methamphetamine,62.13,ES511,173917400000.0
Ninove,2014,methamphetamine,0.49,BE236,7727840000.0
Brussels,2016,cocaine,416.83,BE100,79185930000.0
Santiago,2021,amphetamine,14.46,ES114,21957500000.0
Kranj,2022,methamphetamine,0.69,SI042,4978570000.0
Bozen,2018,amphetamine,2.2,ITH10,25347730000.0
Bordeaux I,2019,cannabis,171.25,FRI12,58972200000.0
Paris Seine Centre,2012,cocaine,215.42,FR101,199613300000.0
Bordeaux I,2016,MDMA,13.82,FRI12,52566600000.0
Klaipeda,2022,cocaine,71.53,LT023,6963690000.0
Eindhoven,2020,cannabis,135.44,NL414,43712290000.0
Adana,2021,cocaine,5.71,TR621,14318890000.0
Castellon,2021,cocaine,529.38,ES522,15775600000.0
Brno,2021,amphetamine,47.06,CZ064,27338030000.0
Amsterdam,2011,MDMA,77.24,NL321,9928680000.0
Region Millstättersee,2018,MDMA,7.33,AT212,3477000000.0
Istanbul (II-VII),2024,cannabis,16.52,TR100,365742180000.0
Barcelona,2013,methamphetamine,26.51,ES511,142239600000.0
Bozen,2022,MDMA,3.39,ITH10,29801650000.0
Bucharest,2023,cocaine,175.53,RO321,84230360000.0
Ljubljana,2024,ketamine,8.09,SI041,26920690000.0
Bordeaux I,2017,methamphetamine,0.0,FRI12,54696700000.0
Bordeaux I,2016,methamphetamine,0.0,FRI12,52566600000.0
Bordeaux I,2019,methamphetamine,0.0,FRI12,58972200000.0
Bordeaux I,2018,methamphetamine,0.0,FRI12,57229600000.0
Athens,2023,MDMA,3.97,EL303,38720430000.0
Basel,2012,amphetamine,0.0,CH033,33910390000.0
Copenhagen,2014,MDMA,28.21,DK011,49536360000.0
Split,2024,ketamine,12.59,HR035,7803490000.0
Milan,2023,MDMA,9.84,ITC4C,230481350000.0
Ljubljana,2024,methamphetamine,4.67,SI041,26920690000.0
Barcelona,2022,amphetamine,24.8,ES511,191251400000.0
Barcelona,2015,methamphetamine,33.38,ES511,151999300000.0
Innsbruck,2018,methamphetamine,2.12,AT332,14362680000.0
Castellon,2013,cannabis,55.74,ES522,12619800000.0
Paris Seine Centre,2013,cocaine,242.66,FR101,202060400000.0
Zwolle,2024,ketamine,29.59,NL213,33948840000.0
Bratislava C,2021,cannabis,20.84,SK010,29037480000.0
Wien,2023,amphetamine,39.66,AT130,119962600000.0
Brno,2024,methamphetamine,417.53,CZ064,34861310000.0
Turku,2014,amphetamine,62.39,FI1C1,16223950000.0
Lappeenranta,2014,amphetamine,22.88,FI1C5,4919430000.0
Erfurt,2017,MDMA,7.61,DEG01,8475630000.0
Bozen,2018,cannabis,45.7,ITH10,25347730000.0
Castellon,2017,MDMA,10.55,ES522,15506000000.0
Kranj,2022,amphetamine,6.15,SI042,4978570000.0
Steyr,2022,methamphetamine,24.68,AT314,7535690000.0
Nuremberg,2022,cocaine,61.86,DE254,35726290000.0
Bordeaux I,2016,cocaine,246.03,FRI12,52566600000.0
St. Gallen Hofen,2017,MDMA,27.84,CH055,34264730000.0
Amsterdam,2023,cannabis,195.74,NL321,15496340000.0
Brussels,2011,cocaine,184.32,BE100,70768130000.0
Zurich,2022,cocaine,931.09,CH040,169304450000.0
Santiago,2021,cannabis,82.68,ES114,21957500000.0
Barcelona,2022,cannabis,151.1,ES511,191251400000.0
Ljubljana,2023,amphetamine,16.76,SI041,25242650000.0
Hamburg (2),2020,methamphetamine,7.64,DE600,124465130000.0
Magdeburg,2020,methamphetamine,142.63,DEE03,8664380000.0
Lausanne,2014,MDMA,20.46,CH011,45449990000.0
Turku,2018,cocaine,6.94,FI1C1,18907330000.0
Krakow P,2020,amphetamine,71.39,PL213,18095350000.0
Santiago,2017,MDMA,11.53,ES114,20556300000.0
Krakow P,2023,amphetamine,66.89,PL213,26227040000.0
Berne,2022,cannabis,110.16,CH021,92058540000.0
Dresden,2018,methamphetamine,174.63,DE142,7960890000.0
Berne,2016,cocaine,325.71,CH021,73063030000.0
Antwerp Zuid,2012,cocaine,742.05,BE211,43673840000.0
Istanbul (II-VII),2021,cocaine,53.88,TR100,208912620000.0
Chemnitz,2022,methamphetamine,279.49,DE144,12013020000.0
Zagreb,2013,amphetamine,10.0,HR050,15084620000.0
Wiener Neustadt,2023,cannabis,60.51,AT122,10049810000.0
Rostock,2017,methamphetamine,2.57,DE803,7883190000.0
Innsbruck,2021,methamphetamine,5.8,AT332,14981410000.0
Berne,2019,amphetamine,54.7,CH021,75541110000.0
Kufstein,2022,MDMA,16.65,AT335,13992460000.0
Ljubljana,2024,amphetamine,25.51,SI041,26920690000.0
Innsbruck,2018,cocaine,335.51,AT332,14362680000.0
Dortmund,2016,MDMA,23.74,DEA52,21802160000.0
Region Millstättersee,2022,cannabis,47.17,AT212,4418320000.0
Kapfenberg,2023,cocaine,151.36,AT224,10433510000.0
Tarragona,2021,methamphetamine,6.78,ES514,24600600000.0
Antwerp Zuid,2013,cocaine,836.79,BE211,44111220000.0
Kranj,2024,amphetamine,20.6,SI042,5559740000.0
Antwerp Zuid,2023,cocaine,1721.58,BE211,66805110000.0
Basel,2012,cocaine,281.22,CH033,33910390000.0
Tarragona,2021,MDMA,6.3,ES514,24600600000.0
Geneva,2016,cocaine,484.7,CH013,46913820000.0
Bordeaux I,2019,cocaine,256.76,FRI12,58972200000.0
Tallinn,2023,amphetamine,107.59,EE001,24099040000.0
Porto,2020,cocaine,329.85,PT11A,32700880000.0
Porto,2022,cocaine,265.85,PT11A,39710800000.0
Prague (2),2022,cannabis,112.38,CZ010,79463730000.0
Maribor,2019,MDMA,20.07,SI032,6089020000.0
Ankara,2024,cocaine,14.38,TR510,131357810000.0
Steyr,2023,amphetamine,35.52,AT314,8058970000.0
Helsinki,2017,cocaine,29.93,FI1B1,88133360000.0
Amsterdam,2015,methamphetamine,6.96,NL321,10445970000.0
Nicosia (2),2022,cocaine,46.12,CY000,29645400000.0
Brussels,2013,cocaine,223.81,BE100,73315820000.0
Milan,2022,ketamine,13.83,ITC4C,214395430000.0
Basel,2014,methamphetamine,14.13,CH033,35131350000.0
Copenhagen,2021,MDMA,34.65,DK011,73738420000.0
Dortmund,2014,amphetamine,138.29,DEA52,20624310000.0
Karlovy Vary,2024,ketamine,0.0,CZ041,5381520000.0
Klaipeda,2019,cocaine,88.63,LT023,5373520000.0
Dresden,2019,MDMA,8.0,DE142,8200470000.0
Ljubljana,2023,MDMA,24.06,SI041,25242650000.0
Kranj,2023,MDMA,12.51,SI042,5488940000.0
Tartu,2021,cocaine,67.26,EE008,6081490000.0
Zagreb,2021,MDMA,28.26,HR050,19888470000.0
Bratislava C,2024,cannabis,58.46,SK010,36496500000.0
Lugano,2016,methamphetamine,0.37,CH052,6358330000.0
St. Gallen Hofen,2018,MDMA,41.54,CH055,33764220000.0
Nicosia (2),2023,cocaine,65.27,CY000,32439160000.0
Budapest,2024,ketamine,79.5,HU110,80200670000.0
Dortmund,2017,amphetamine,168.73,DEA52,23082650000.0
Koper,2021,cannabis,117.31,SI044,2646180000.0
Santiago,2022,cocaine,505.1,ES114,23720700000.0
Ljubljana,2021,methamphetamine,3.75,SI041,20407150000.0
Amsterdam,2018,amphetamine,154.26,NL321,11376770000.0
Ljubljana,2017,methamphetamine,0.0,SI041,15832170000.0
Novo mesto,2021,cannabis,76.05,SI037,3472080000.0
Dresden,2013,MDMA,0.0,DE142,6559420000.0
Klagenfurt,2023,cannabis,41.55,AT211,16746340000.0
Zurich,2016,amphetamine,35.08,CH040,135783980000.0
Munich G,2018,cocaine,187.06,DE212,121236970000.0
Rovaniemi,2014,MDMA,12.34,FI1D7,6011980000.0
Krakow P,2023,cannabis,37.54,PL213,26227040000.0
Krakow P,2023,ketamine,4.23,PL213,26227040000.0
Dortmund,2021,MDMA,16.75,DEA52,26023320000.0
Velenje,2021,MDMA,7.59,SI034,5616580000.0
Brno,2017,methamphetamine,185.67,CZ064,20479020000.0
Vilnius,2021,methamphetamine,29.25,LT011,24528170000.0
Dortmund,2014,MDMA,11.25,DEA52,20624310000.0
Innsbruck,2022,cocaine,358.91,AT332,16374560000.0
Dresden,2014,MDMA,4.75,DE142,6801940000.0
Dortmund,2013,MDMA,13.75,DEA52,19955940000.0
Lappeenranta,2020,methamphetamine,0.72,FI1C5,4759790000.0
Zagreb,2014,cocaine,77.43,HR050,15008590000.0
Chemnitz,2019,methamphetamine,276.0,DE144,10430130000.0
Turku,2018,amphetamine,66.25,FI1C1,18907330000.0
Rovaniemi,2022,cocaine,3.47,FI1D7,8219840000.0
Gothenburg,2012,MDMA,0.0,SE232,70430000000.0
Granada,2023,cocaine,1031.3,ES614,20836900000.0
Dortmund,2013,cocaine,324.14,DEA52,19955940000.0
Novo mesto,2022,methamphetamine,0.3,SI037,3706990000.0
Chemnitz,2023,amphetamine,26.68,DE144,12947060000.0
Purgstall,2022,MDMA,5.91,AT121,9675670000.0
Purgstall,2019,MDMA,4.41,AT121,8855510000.0
Aarhus,2024,cocaine,287.21,DK042,51837470000.0
Dresden,2015,cocaine,7.84,DE142,6980170000.0
Lappeenranta,2024,amphetamine,174.2,FI1C5,5029330000.0
Basel,2016,methamphetamine,18.97,CH033,39257460000.0
Barcelona,2022,ketamine,29.45,ES511,191251400000.0
Milan,2016,cocaine,306.59,ITC4C,174842710000.0
Pori,2018,cocaine,4.32,FI196,8090820000.0
Innsbruck,2017,MDMA,20.91,AT332,13736520000.0
Kufstein,2021,cannabis,91.24,AT335,12023230000.0
Innsbruck,2021,MDMA,14.58,AT332,14981410000.0
Eindhoven,2017,cocaine,427.78,NL414,38784890000.0
Dresden,2023,ketamine,27.05,DE142,9995460000.0
Magdeburg,2022,methamphetamine,152.23,DEE03,9425930000.0
Bratislava C,2024,ketamine,5.3,SK010,36496500000.0
Basel,2021,methamphetamine,53.6,CH033,42905650000.0
Munich G,2023,cocaine,301.46,DE212,150229490000.0
Dresden,2023,amphetamine,46.38,DE142,9995460000.0
Oostende,2018,cocaine,139.17,BE255,4753010000.0
Oulu,2024,MDMA,25.74,FI1D9,18300290000.0
Antwerp Zuid,2013,MDMA,72.59,BE211,44111220000.0
Pori,2024,methamphetamine,2.11,FI196,9763240000.0
Uppsala,2023,cocaine,68.55,SE121,19527820000.0
Prague (2),2019,cocaine,477.92,CZ010,61469810000.0
Geneva,2014,cocaine,447.63,CH013,42311000000.0
Nicosia (2),2023,amphetamine,6.28,CY000,32439160000.0
Brno,2024,cocaine,193.39,CZ064,34861310000.0
Dresden,2017,cocaine,20.86,DE142,7752100000.0
Zagreb,2024,cannabis,88.8,HR050,29116760000.0
Antwerp Zuid,2019,MDMA,119.24,BE211,52803910000.0
Klaipeda,2022,amphetamine,11.28,LT023,6963690000.0
Barcelona,2012,methamphetamine,26.55,ES511,142976200000.0
Kapfenberg,2020,cocaine,146.46,AT224,8513680000.0
Barcelona,2016,methamphetamine,24.05,ES511,158516200000.0
Bratislava C,2024,methamphetamine,295.37,SK010,36496500000.0
Purgstall,2022,amphetamine,30.06,AT121,9675670000.0
Barcelona,2016,amphetamine,45.64,ES511,158516200000.0
Brussels,2013,methamphetamine,1.71,BE100,73315820000.0
St. Gallen Hofen,2019,MDMA,28.61,CH055,35847710000.0
Milan,2019,cocaine,236.55,ITC4C,185440930000.0
Dresden,2013,methamphetamine,136.61,DE142,6559420000.0
Aarhus,2023,ketamine,4.92,DK042,50159540000.0
Brussels,2020,MDMA,22.28,BE100,83321850000.0
Milan,2020,cocaine,401.44,ITC4C,176237530000.0
Brussels,2021,cocaine,768.08,BE100,89494830000.0
Porto,2024,MDMA,21.99,PT11A,46966660000.0
Wasserverband Hofsteig,2018,amphetamine,11.77,AT342,14752260000.0
Magdeburg,2017,methamphetamine,85.2,DEE03,8193740000.0
Erfurt,2017,methamphetamine,211.23,DEG01,8475630000.0
Klaipeda,2020,cocaine,89.91,LT023,5353310000.0
Oostende,2016,amphetamine,178.98,BE255,4431330000.0
Odense,2024,ketamine,7.22,DK031,23636720000.0
Gothenburg,2013,MDMA,5.87,SE232,72620920000.0
Lugano,2014,MDMA,3.68,CH052,5701910000.0
Wildon,2023,cannabis,45.96,AT225,7669710000.0
Turku,2015,methamphetamine,11.53,FI1C1,16297670000.0
Munich G,2023,MDMA,16.1,DE212,150229490000.0
Munich G,2021,MDMA,13.55,DE212,133167260000.0
Porto,2015,amphetamine,0.0,PT11A,28473560000.0
Krakow P,2022,cannabis,46.03,PL213,22985160000.0
Krakow P,2022,amphetamine,36.97,PL213,22985160000.0
Kranj,2023,cannabis,56.59,SI042,5488940000.0
Zurich,2016,MDMA,59.32,CH040,135783980000.0
Chemnitz,2020,amphetamine,19.73,DE144,10188210000.0
Oulu,2018,MDMA,16.81,FI1D9,14191400000.0
Amsterdam,2021,MDMA,125.0,NL321,13134580000.0
Vilnius,2021,cocaine,119.98,LT011,24528170000.0
