city_name,ref_year,metabolite_name,daily_mean_concentration,nuts_code,gdp
Adana,2022,cocaine,9.09,TR621,18223680000.0
Hamburg (2),2017,cocaine,392.84,DE600,121730040000.0
Thessaloniki,2015,cocaine,9.67,EL522,15055230000.0
Ljubljana,2022,methamphetamine,11.42,SI041,21835400000.0
Madrid VdlV,2017,methamphetamine,12.01,ES300,224373200000.0
Zagreb,2023,amphetamine,98.29,HR050,26671220000.0
Antwerp Zuid,2014,cocaine,632.69,BE211,45233290000.0
Berne,2012,cocaine,265.5,CH021,64261150000.0
Bratislava C,2023,cannabis,34.3,SK010,34184650000.0
Santiago,2015,MDMA,14.42,ES114,18864700000.0
Zagreb,2020,cannabis,228.93,HR050,17640650000.0
Geneva,2012,cocaine,341.15,CH013,41694310000.0
Dresden,2019,cocaine,28.14,DE142,8200470000.0
Oostende,2018,amphetamine,151.63,BE255,4753010000.0
Helsinki,2015,methamphetamine,5.03,FI1B1,82277500000.0
Berne,2013,amphetamine,19.06,CH021,64034050000.0
Istanbul (II-VII),2020,cocaine,54.44,TR100,187221140000.0
Santiago,2016,MDMA,4.46,ES114,19322200000.0
Helsinki,2014,MDMA,18.02,FI1B1,78960550000.0
Vilnius,2018,methamphetamine,34.06,LT011,19138650000.0
Zagreb,2023,ketamine,0.0,HR050,26671220000.0
Vilnius,2019,methamphetamine,31.28,LT011,20916900000.0
Innsbruck,2016,cocaine,161.96,AT332,13378950000.0
Dortmund,2019,MDMA,15.34,DEA52,25110130000.0
Molina de Segura,2016,amphetamine,0.0,ES620,30009100000.0
Mariehamn,2018,MDMA,18.9,FI200,1286200000.0
Copenhagen,2014,methamphetamine,0.0,DK011,49536360000.0
Dortmund,2016,cocaine,420.74,DEA52,21802160000.0
Piestany,2018,cocaine,22.01,SK021,10018620000.0
Salzburg,2022,cannabis,58.2,AT323,24858630000.0
Purgstall,2019,methamphetamine,1.48,AT121,8855510000.0
Paris Seine Centre,2019,MDMA,27.14,FR101,236143100000.0
Porto,2016,MDMA,10.78,PT11A,29739740000.0
Brussels,2020,cocaine,474.2,BE100,83321850000.0
Zwolle,2024,cannabis,98.16,NL213,33948840000.0
Porto,2022,MDMA,16.56,PT11A,39710800000.0
Porto,2023,MDMA,18.56,PT11A,43957080000.0
Castellon,2015,cocaine,126.64,ES522,13628600000.0
Molina de Segura,2015,amphetamine,0.0,ES620,29168700000.0
Lugano,2016,cocaine,381.08,CH052,6358330000.0
Santiago,2011,cannabis,78.79,ES114,18292900000.0
Novo mesto,2022,cocaine,261.13,SI037,3706990000.0
Helsinki,2022,MDMA,17.66,FI1B1,104117050000.0
Castellon,2014,cocaine,206.28,ES522,12734900000.0
Debrecen,2023,amphetamine,35.23,HU321,7923530000.0
Amsterdam,2023,cocaine,1209.96,NL321,15496340000.0
Lleida,2022,MDMA,17.38,ES513,13789900000.0
Antwerp Zuid,2014,methamphetamine,23.11,BE211,45233290000.0
Wasserverband Hofsteig,2021,methamphetamine,0.0,AT342,16261050000.0
Athens,2015,amphetamine,10.43,EL303,29672920000.0
Erfurt,2018,MDMA,19.06,DEG01,8692610000.0
Piestany,2021,methamphetamine,151.15,SK021,11140240000.0
Zurich,2020,MDMA,28.17,CH040,141627850000.0
Salzburg,2022,amphetamine,22.84,AT323,24858630000.0
Lappeenranta,2024,MDMA,12.06,FI1C5,5029330000.0
Stockholm (2),2016,methamphetamine,24.47,SE110,146144810000.0
Copenhagen,2019,MDMA,36.91,DK011,58522770000.0
Bordeaux I,2017,cocaine,263.29,FRI12,54696700000.0
Magdeburg,2017,MDMA,23.49,DEE03,8193740000.0
Amsterdam,2022,amphetamine,148.8,NL321,14221820000.0
Athens,2017,MDMA,2.49,EL303,30257680000.0
Antwerp Zuid,2021,MDMA,92.46,BE211,55989620000.0
Kaunas,2024,cocaine,254.31,LT022,15855970000.0
Barcelona,2014,amphetamine,29.79,ES511,145147300000.0
Wasserverband Hofsteig,2018,methamphetamine,1.27,AT342,14752260000.0
Vilnius,2018,amphetamine,16.12,LT011,19138650000.0
Karlovy Vary,2023,cocaine,130.93,CZ041,5287950000.0
Velenje,2024,cannabis,68.18,SI034,7108660000.0
Helsinki,2018,MDMA,37.82,FI1B1,91452920000.0
Copenhagen,2018,methamphetamine,16.22,DK011,57489620000.0
Ostrava,2023,cannabis,54.13,CZ080,26954080000.0
Antwerp Zuid,2018,cocaine,771.79,BE211,51351740000.0
Zurich,2019,cannabis,140.2,CH040,142202870000.0
Rovaniemi,2024,MDMA,21.25,FI1D7,8252000000.0
Umea,2011,methamphetamine,2.93,SE331,9857530000.0
Porto,2019,cocaine,264.35,PT11A,34579850000.0
Graz,2022,amphetamine,24.46,AT221,26289000000.0
Adana,2019,cocaine,3.11,TR621,13183760000.0
Copenhagen,2019,methamphetamine,23.68,DK011,58522770000.0
Milan,2011,cocaine,238.85,ITC4C,165591290000.0
Wasserverband Hofsteig,2019,cannabis,81.01,AT342,14158270000.0
Dortmund,2019,cocaine,374.78,DEA52,25110130000.0
Plzen,2024,cannabis,105.41,CZ032,15512850000.0
Innsbruck,2018,amphetamine,17.05,AT332,14362680000.0
Innsbruck,2020,amphetamine,17.55,AT332,14178300000.0
Lugano,2015,methamphetamine,0.0,CH052,6425400000.0
Lugano,2014,methamphetamine,0.0,CH052,5701910000.0
Chemnitz,2022,amphetamine,28.38,DE144,12013020000.0
Plzen,2024,ketamine,2.41,CZ032,15512850000.0
Amsterdam,2022,MDMA,182.32,NL321,14221820000.0
Maribor,2019,amphetamine,17.69,SI032,6089020000.0
Milan,2015,cocaine,206.12,ITC4C,168836600000.0
Paris Seine Centre,2018,cocaine,524.98,FR101,227475800000.0
Purgstall,2022,methamphetamine,3.35,AT121,9675670000.0
Athens,2013,MDMA,2.46,EL303,30236630000.0
Dortmund,2022,cocaine,349.67,DEA52,27737670000.0
Santiago,2011,MDMA,5.99,ES114,18292900000.0
Bratislava C,2024,MDMA,18.07,SK010,36496500000.0
Karlovy Vary,2024,methamphetamine,371.95,CZ041,5381520000.0
Brno,2021,MDMA,26.36,CZ064,27338030000.0
Brussels,2012,cannabis,73.11,BE100,73023930000.0
Milan,2021,MDMA,2.57,ITC4C,198641830000.0
Amsterdam,2021,amphetamine,146.77,NL321,13134580000.0
Chemnitz,2019,amphetamine,12.01,DE144,10430130000.0
Paris Seine Centre,2024,amphetamine,5.85,FR101,279937500000.0
Porto,2022,cannabis,64.12,PT11A,39710800000.0
Eindhoven,2011,cannabis,102.77,NL414,31160030000.0
Copenhagen,2013,methamphetamine,9.78,DK011,46666520000.0
Turku,2021,cocaine,10.45,FI1C1,19867360000.0
Steyr,2023,MDMA,15.78,AT314,8058970000.0
Ljubljana,2019,cocaine,429.71,SI041,18122110000.0
Novo mesto,2021,cocaine,192.82,SI037,3472080000.0
Basel,2015,methamphetamine,60.67,CH033,39609010000.0
Athens,2018,amphetamine,8.64,EL303,30696600000.0
Amsterdam,2015,cocaine,641.72,NL321,10445970000.0
Turku,2021,amphetamine,195.64,FI1C1,19867360000.0
Maribor,2021,cocaine,155.83,SI032,6612680000.0
Zagreb,2011,MDMA,3.26,HR050,15649890000.0
Berne,2017,methamphetamine,25.72,CH021,72244360000.0
Barcelona,2012,MDMA,27.62,ES511,142976200000.0
Dresden,2016,methamphetamine,136.69,DE142,7476990000.0
Amsterdam,2017,methamphetamine,14.01,NL321,11018180000.0
Antwerp Zuid,2021,cocaine,1581.88,BE211,55989620000.0
Turku,2022,MDMA,9.67,FI1C1,21613520000.0
Helsinki,2019,methamphetamine,33.23,FI1B1,95372380000.0
Rovaniemi,2024,methamphetamine,2.53,FI1D7,8252000000.0
Antwerp Zuid,2012,amphetamine,159.47,BE211,43673840000.0
Athens,2022,cocaine,103.99,EL303,34867640000.0
Santiago,2020,cannabis,92.14,ES114,20140300000.0
Klagenfurt,2022,cocaine,184.39,AT211,15123820000.0
Munich G,2019,cocaine,235.7,DE212,126673680000.0
Zagreb,2023,cocaine,567.95,HR050,26671220000.0
Novo mesto,2022,MDMA,2.95,SI037,3706990000.0
Oulu,2020,MDMA,19.57,FI1D9,15059150000.0
St. Gallen Hofen,2020,cocaine,691.83,CH055,36767900000.0
Maribor,2023,cannabis,88.6,SI032,8093590000.0
Copenhagen,2024,methamphetamine,25.38,DK011,76296400000.0
Turku,2016,MDMA,16.59,FI1C1,17146510000.0
Milan,2019,methamphetamine,18.76,ITC4C,185440930000.0
Maribor,2021,amphetamine,0.0,SI032,6612680000.0
Oulu,2020,methamphetamine,1.21,FI1D9,15059150000.0
Piestany,2016,methamphetamine,310.21,SK021,9111750000.0
Munich G,2022,MDMA,11.74,DE212,141773140000.0
Amsterdam,2012,methamphetamine,6.41,NL321,10016950000.0
Barcelona,2012,amphetamine,13.37,ES511,142976200000.0
Pori,2022,amphetamine,60.99,FI196,9063630000.0
Ankara,2024,cannabis,16.86,TR510,131357810000.0
Zagreb,2018,MDMA,29.83,HR050,18103730000.0
Geneva,2020,cocaine,501.5,CH013,49623540000.0
Tartu,2023,MDMA,24.75,EE008,7092040000.0
Velenje,2019,MDMA,10.15,SI034,5315070000.0
Aalborg,2024,cocaine,488.12,DK014,1684400000.0
Paris Seine Centre,2020,cannabis,163.69,FR101,218238500000.0
Zagreb,2015,MDMA,27.28,HR050,15421160000.0
Umea,2011,cocaine,2.63,SE331,9857530000.0
Chemnitz,2020,methamphetamine,328.95,DE144,10188210000.0
Antwerp Zuid,2017,methamphetamine,22.32,BE211,49784490000.0
Antwerp Zuid,2020,MDMA,79.38,BE211,50545140000.0
Stockholm (2),2024,cannabis,57.61,SE110,179239890000.0
Dublin,2024,amphetamine,23.61,IE061,279799600000.0
Maribor,2022,cannabis,61.62,SI032,7208570000.0
Eindhoven,2021,cocaine,623.61,NL414,48215300000.0
Geneva,2022,cannabis,180.81,CH013,63198570000.0
Koper,2019,amphetamine,8.22,SI044,2644200000.0
Antwerp Zuid,2012,methamphetamine,6.33,BE211,43673840000.0
Helsinki,2020,cocaine,81.98,FI1B1,94011170000.0
Oostende,2015,cocaine,80.71,BE255,4291920000.0
Gothenburg,2012,methamphetamine,50.04,SE232,70430000000.0
Kranj,2024,ketamine,1.48,SI042,5559740000.0
Kranj,2024,cocaine,441.84,SI042,5559740000.0
Hamburg (2),2020,cocaine,459.17,DE600,124465130000.0
Klaipeda,2020,MDMA,14.42,LT023,5353310000.0
Velenje,2024,MDMA,1.95,SI034,7108660000.0
Brussels,2016,amphetamine,36.83,BE100,79185930000.0
Zurich,2017,methamphetamine,62.04,CH040,135554510000.0
Oulu,2014,amphetamine,24.86,FI1D9,12820640000.0
Helsinki,2023,methamphetamine,31.66,FI1B1,108495510000.0
Eindhoven,2011,MDMA,66.68,NL414,31160030000.0
Lappeenranta,2018,MDMA,14.49,FI1C5,5071540000.0
Eindhoven,2021,cannabis,112.6,NL414,48215300000.0
Dortmund,2015,MDMA,16.58,DEA52,21303210000.0
Amsterdam,2024,MDMA,282.51,NL321,16678580000.0
Turku,2023,methamphetamine,5.68,FI1C1,22252180000.0
Barcelona,2022,methamphetamine,56.09,ES511,191251400000.0
Mytilene,2015,MDMA,0.81,EL411,1290330000.0
Munich G,2023,ketamine,19.29,DE212,150229490000.0
Hamburg (2),2017,amphetamine,69.2,DE600,121730040000.0
Paris Seine Centre,2023,ketamine,31.81,FR101,264481200000.0
Athens,2021,cocaine,95.85,EL303,31786040000.0
Geneva,2021,methamphetamine,16.24,CH013,53745470000.0
Istanbul (II-VII),2022,cocaine,59.09,TR100,261252960000.0
Mytilene,2015,cocaine,2.65,EL411,1290330000.0
Munich G,2016,methamphetamine,24.8,DE212,112548980000.0
Adana,2019,cannabis,15.9,TR621,13183760000.0
Athens,2013,methamphetamine,4.76,EL303,30236630000.0
Zurich,2018,amphetamine,51.76,CH040,138235500000.0
Turku,2023,MDMA,22.3,FI1C1,22252180000.0
Kaunas,2020,methamphetamine,6.37,LT022,10280930000.0
Maribor,2023,amphetamine,30.25,SI032,8093590000.0
Kranj,2024,MDMA,11.42,SI042,5559740000.0
Purgstall,2021,cocaine,28.24,AT121,8893600000.0
Helsinki,2015,MDMA,38.42,FI1B1,82277500000.0
Helsinki,2021,cocaine,60.53,FI1B1,98460800000.0
Purgstall,2021,amphetamine,23.44,AT121,8893600000.0
Zurich,2018,MDMA,73.4,CH040,138235500000.0
Lleida,2022,amphetamine,25.55,ES513,13789900000.0
Amsterdam,2023,amphetamine,122.02,NL321,15496340000.0
Karlstad,2024,amphetamine,366.66,SE313,10971020000.0
Ostrava,2021,MDMA,10.31,CZ080,21414230000.0
Dresden,2017,MDMA,9.57,DE142,7752100000.0
Barcelona,2017,amphetamine,42.32,ES511,166618000000.0
Bratislava C,2023,methamphetamine,240.97,SK010,34184650000.0
Kranj,2022,cocaine,188.0,SI042,4978570000.0
Zurich,2022,amphetamine,52.98,CH040,169304450000.0
Athens,2022,amphetamine,4.93,EL303,34867640000.0
Kaunas,2022,methamphetamine,27.98,LT022,13638000000.0
Gothenburg,2012,amphetamine,87.14,SE232,70430000000.0
Pori,2018,amphetamine,40.64,FI196,8090820000.0
Porto,2024,cannabis,53.74,PT11A,46966660000.0
Klaipeda,2018,cocaine,62.67,LT023,5029040000.0
Zagreb,2012,MDMA,7.65,HR050,15321180000.0
Bordeaux I,2018,cocaine,201.61,FRI12,57229600000.0
Geneva,2014,MDMA,21.27,CH013,42311000000.0
Magdeburg,2023,methamphetamine,163.31,DEE03,10340220000.0
Milan,2018,MDMA,5.84,ITC4C,184798970000.0
Milan,2017,MDMA,4.34,ITC4C,178849410000.0
Eindhoven,2019,cannabis,129.81,NL414,43312360000.0
Bozen,2023,cocaine,447.22,ITH10,32936080000.0
Zagreb,2015,cocaine,100.47,HR050,15421160000.0
Klaipeda,2023,amphetamine,19.12,LT023,7655210000.0
Krakow P,2021,cannabis,51.15,PL213,20603950000.0
Gothenburg,2012,cocaine,25.3,SE232,70430000000.0
Geneva,2012,amphetamine,38.96,CH013,41694310000.0
Mariehamn,2022,amphetamine,66.98,FI200,1484720000.0
Region Millstättersee,2020,amphetamine,6.16,AT212,3573890000.0
Berne,2022,methamphetamine,28.58,CH021,92058540000.0
Klagenfurt,2023,amphetamine,6.41,AT211,16746340000.0
Basel,2016,MDMA,24.77,CH033,39257460000.0
Kufstein,2023,MDMA,8.59,AT335,14970160000.0
Eleusis,2020,methamphetamine,0.0,EL305,9565130000.0
Plzen,2023,MDMA,18.69,CZ032,15251140000.0
Porto,2015,MDMA,10.27,PT11A,28473560000.0
Piestany,2018,amphetamine,24.06,SK021,10018620000.0
Velenje,2023,cocaine,376.11,SI034,6810550000.0
Kokkola,2024,methamphetamine,1.9,FI1D5,2973700000.0
Debrecen,2023,cannabis,13.12,HU321,7923530000.0
Turku,2019,methamphetamine,12.97,FI1C1,19352250000.0
Turku,2014,MDMA,10.5,FI1C1,16223950000.0
Granada,2023,amphetamine,51.81,ES614,20836900000.0
Zurich,2021,MDMA,27.37,CH040,145623080000.0
Zagreb,2024,methamphetamine,45.47,HR050,29116760000.0
Milan,2012,cannabis,24.25,ITC4C,162599770000.0
Maribor,2019,cannabis,59.52,SI032,6089020000.0
Brussels,2011,amphetamine,35.39,BE100,70768130000.0
Ostrava,2019,amphetamine,48.67,CZ080,20143250000.0
Vilnius,2018,MDMA,22.94,LT011,19138650000.0
Vilnius,2023,MDMA,51.13,LT011,33822430000.0
Piestany,2022,amphetamine,7.88,SK021,11750740000.0
Prague (2),2013,methamphetamine,326.6,CZ010,41777870000.0
Barcelona,2022,MDMA,45.53,ES511,191251400000.0
Krakow P,2023,cocaine,70.35,PL213,26227040000.0
Aarhus,2024,cannabis,65.53,DK042,51837470000.0
Innsbruck,2021,amphetamine,22.02,AT332,14981410000.0
Wasserverband Hofsteig,2019,methamphetamine,1.62,AT342,14158270000.0
Erfurt,2023,ketamine,4.1,DEG01,10859150000.0
Antwerp Zuid,2019,cocaine,1275.66,BE211,52803910000.0
Porto,2018,amphetamine,1.93,PT11A,33098580000.0
Milan,2021,methamphetamine,12.67,ITC4C,198641830000.0
Innsbruck,2022,methamphetamine,13.68,AT332,16374560000.0
Turku,2014,methamphetamine,3.66,FI1C1,16223950000.0
Brussels,2011,methamphetamine,0.0,BE100,70768130000.0
Turku,2021,MDMA,14.5,FI1C1,19867360000.0
Paris Seine Centre,2015,cocaine,161.56,FR101,207604000000.0
Tartu,2023,cannabis,36.13,EE008,7092040000.0
Tarragona,2022,cocaine,1610.55,ES514,27455600000.0
Basel,2017,methamphetamine,37.04,CH033,39114830000.0
Bratislava C,2021,methamphetamine,187.35,SK010,29037480000.0
Milan,2012,amphetamine,0.0,ITC4C,162599770000.0
Dortmund,2016,amphetamine,150.39,DEA52,21802160000.0
Antwerp Zuid,2011,MDMA,52.14,BE211,42658520000.0
Milan,2014,amphetamine,0.0,ITC4C,163894200000.0
Brno,2018,cannabis,34.97,CZ064,22701380000.0
Erfurt,2022,MDMA,13.45,DEG01,10066900000.0
Porto,2018,MDMA,21.07,PT11A,33098580000.0
Milan,2016,amphetamine,0.0,ITC4C,174842710000.0
Milan,2017,amphetamine,0.0,ITC4C,178849410000.0
Milan,2020,amphetamine,0.0,ITC4C,176237530000.0
Ostrava,2023,amphetamine,59.32,CZ080,26954080000.0
Milan,2018,amphetamine,0.0,ITC4C,184798970000.0
Milan,2021,amphetamine,0.0,ITC4C,198641830000.0
Milan,2022,amphetamine,0.0,ITC4C,214395430000.0
Piestany,2021,amphetamine,11.45,SK021,11140240000.0
Tarragona,2022,cannabis,87.71,ES514,27455600000.0
Zagreb,2014,methamphetamine,0.77,HR050,15008590000.0
Istanbul (II-VII),2019,cocaine,36.22,TR100,206580380000.0
Chemnitz,2021,cocaine,20.51,DE144,10807510000.0
Nuremberg,2023,cocaine,103.7,DE254,38630200000.0
Santiago,2022,MDMA,30.41,ES114,23720700000.0
Milan,2011,methamphetamine,48.68,ITC4C,165591290000.0
Turku,2012,MDMA,0.0,FI1C1,15850520000.0
Santiago,2022,amphetamine,8.35,ES114,23720700000.0
Nicosia (2),2021,amphetamine,4.14,CY000,25679890000.0
Kaunas,2018,cocaine,57.59,LT022,9394660000.0
Stockholm (2),2020,amphetamine,329.97,SE110,152805460000.0
Kufstein,2020,MDMA,34.88,AT335,11840750000.0
Santiago,2012,cocaine,239.97,ES114,17667200000.0
Prague (2),2013,amphetamine,36.24,CZ010,41777870000.0
Maribor,2018,cocaine,92.56,SI032,5711450000.0
Lausanne,2014,amphetamine,7.26,CH011,45449990000.0
Ankara,2024,amphetamine,6.73,TR510,131357810000.0
Antwerp Zuid,2013,cannabis,129.62,BE211,44111220000.0
Santiago,2014,cocaine,165.17,ES114,18110000000.0
Graz,2020,amphetamine,29.27,AT221,22691980000.0
Karlovy Vary,2022,cannabis,121.41,CZ041,4605180000.0
Innsbruck,2019,cannabis,81.48,AT332,14927820000.0
Zagreb,2017,amphetamine,56.32,HR050,17005490000.0
Ljubljana,2022,MDMA,18.12,SI041,21835400000.0
Chemnitz,2020,MDMA,11.66,DE144,10188210000.0
Klaipeda,2021,amphetamine,42.85,LT023,5948860000.0
Santiago,2014,MDMA,11.19,ES114,18110000000.0
Helsinki,2024,cocaine,224.53,FI1B1,108495710000.0
Dresden,2019,methamphetamine,171.07,DE142,8200470000.0
Paris Seine Centre,2016,cocaine,169.6,FR101,211814700000.0
Kranj,2023,cocaine,319.68,SI042,5488940000.0
Innsbruck,2020,cannabis,61.49,AT332,14178300000.0
Turku,2019,MDMA,29.26,FI1C1,19352250000.0
Piestany,2024,cannabis,52.34,SK021,14997090000.0
Innsbruck,2016,amphetamine,12.45,AT332,13378950000.0
Geneva,2019,amphetamine,8.34,CH013,50083790000.0
Hannover (2),2017,methamphetamine,1.72,DE929,51988280000.0
Kokkola,2024,MDMA,8.86,FI1D5,2973700000.0
Uppsala,2020,MDMA,20.36,SE121,16962020000.0
Lausanne,2015,methamphetamine,2.32,CH011,51237850000.0
Frankfurt (3),2017,MDMA,22.57,DE712,72875810000.0
Klaipeda,2019,methamphetamine,8.22,LT023,5373520000.0
Klaipeda,2021,methamphetamine,13.97,LT023,5948860000.0
Kufstein,2021,methamphetamine,1.27,AT335,12023230000.0
Novi Sad,2013,amphetamine,25.67,RS123,4480180000.0
Brussels,2018,MDMA,28.66,BE100,83415520000.0
Basel,2015,MDMA,9.55,CH033,39609010000.0
Bratislava C,2022,cocaine,226.52,SK010,31154930000.0
Geneva,2014,methamphetamine,0.0,CH013,42311000000.0
Geneva,2013,methamphetamine,0.0,CH013,41553250000.0
Geneva,2012,methamphetamine,0.0,CH013,41694310000.0
Piestany,2023,methamphetamine,227.95,SK021,13933790000.0
Berne,2012,MDMA,19.22,CH021,64261150000.0
Barcelona,2012,cocaine,400.59,ES511,142976200000.0
Barcelona,2011,methamphetamine,8.43,ES511,147153500000.0
Bratislava C,2022,amphetamine,21.64,SK010,31154930000.0
Oulu,2020,cocaine,3.72,FI1D9,15059150000.0
Amsterdam,2024,cocaine,1206.28,NL321,16678580000.0
Stockholm (2),2019,MDMA,27.49,SE110,150229780000.0
Novo mesto,2021,amphetamine,28.71,SI037,3472080000.0
Castellon,2021,cannabis,66.82,ES522,15775600000.0
Region Millstättersee,2022,MDMA,4.46,AT212,4418320000.0
Dresden,2014,cocaine,8.39,DE142,6801940000.0
Brno,2018,cocaine,31.78,CZ064,22701380000.0
Brussels,2020,amphetamine,55.99,BE100,83321850000.0
Zwolle,2024,MDMA,49.98,NL213,33948840000.0
Nicosia (2),2024,ketamine,0.0,CY000,34770170000.0
Ljubljana,2018,MDMA,34.95,SI041,17025490000.0
Innsbruck,2020,cocaine,320.67,AT332,14178300000.0
Barcelona,2017,MDMA,48.06,ES511,166618000000.0
Antwerp Zuid,2015,methamphetamine,8.81,BE211,47038860000.0
Erfurt,2022,cocaine,78.31,DEG01,10066900000.0
Barcelona,2014,MDMA,30.35,ES511,145147300000.0
Lausanne,2015,cocaine,313.92,CH011,51237850000.0
Lappeenranta,2018,amphetamine,69.7,FI1C5,5071540000.0
Innsbruck,2022,amphetamine,13.62,AT332,16374560000.0
Brussels,2022,amphetamine,123.98,BE100,96651180000.0
Oulu,2024,cocaine,29.47,FI1D9,18300290000.0
Dresden,2017,methamphetamine,180.18,DE142,7752100000.0
Madrid VdlV,2017,MDMA,13.18,ES300,224373200000.0
Zagreb,2023,MDMA,27.27,HR050,26671220000.0
Nicosia (2),2022,ketamine,0.0,CY000,29645400000.0
Nicosia (2),2023,ketamine,0.0,CY000,32439160000.0
Purgstall,2022,cocaine,38.8,AT121,9675670000.0
Chemnitz,2020,cocaine,27.34,DE144,10188210000.0
Ostrava,2021,cannabis,82.08,CZ080,21414230000.0
Paris Seine Centre,2023,cannabis,119.1,FR101,264481200000.0
Wiener Neustadt,2022,amphetamine,28.1,AT122,9355460000.0
Istanbul (II-VII),2023,MDMA,23.31,TR100,311324440000.0
Krakow P,2019,amphetamine,65.9,PL213,18198910000.0
Dresden,2023,MDMA,12.43,DE142,9995460000.0
Lappeenranta,2014,MDMA,4.6,FI1C5,4919430000.0
Porto,2016,cocaine,90.75,PT11A,29739740000.0
Lleida,2023,cannabis,172.82,ES513,15081500000.0
Granada,2023,ketamine,22.93,ES614,20836900000.0
Dortmund,2014,cocaine,243.26,DEA52,20624310000.0
Turku,2014,cocaine,1.49,FI1C1,16223950000.0
Munich G,2017,amphetamine,25.53,DE212,119537610000.0
Velenje,2022,cocaine,201.05,SI034,6211170000.0
Erfurt,2017,cocaine,48.56,DEG01,8475630000.0
Salzburg,2022,cocaine,192.23,AT323,24858630000.0
Copenhagen,2015,cocaine,337.15,DK011,50731080000.0
Munich G,2020,amphetamine,14.14,DE212,122791920000.0
Hamburg (2),2020,MDMA,19.34,DE600,124465130000.0
Oulu,2022,cocaine,7.21,FI1D9,17331180000.0
Ljubljana,2023,methamphetamine,9.68,SI041,25242650000.0
Prague (2),2020,methamphetamine,327.64,CZ010,58671750000.0
Klosterneuburg,2015,MDMA,13.88,AT126,8688180000.0
Lleida,2022,cannabis,89.24,ES513,13789900000.0
Barcelona,2022,cocaine,622.26,ES511,191251400000.0
Eindhoven,2012,amphetamine,416.75,NL414,31061860000.0
Rovaniemi,2018,cocaine,3.59,FI1D7,6835180000.0
Bratislava C,2017,cocaine,89.22,SK010,24671250000.0
Bratislava C,2022,cannabis,41.64,SK010,31154930000.0
Brussels,2018,cocaine,432.53,BE100,83415520000.0
Prague (2),2024,amphetamine,53.78,CZ010,86596180000.0
Rovaniemi,2024,cocaine,15.61,FI1D7,8252000000.0
Barcelona,2014,methamphetamine,22.15,ES511,145147300000.0
Graz,2021,cocaine,138.65,AT221,24303050000.0
Turku,2020,cocaine,17.52,FI1C1,19095720000.0
Bucharest,2023,MDMA,15.16,RO321,84230360000.0
Ljubljana,2022,amphetamine,19.52,SI041,21835400000.0
Eleusis,2020,cannabis,18.98,EL305,9565130000.0
Turku,2019,amphetamine,137.17,FI1C1,19352250000.0
Prague (2),2021,cannabis,91.03,CZ010,66697280000.0
Bucharest,2024,cocaine,200.11,RO321,94002780000.0
Istanbul (II-VII),2019,cannabis,9.25,TR100,206580380000.0
Amsterdam,2017,MDMA,230.29,NL321,11018180000.0
Oostende,2019,methamphetamine,1.58,BE255,5121360000.0
Dresden,2022,methamphetamine,266.96,DE142,9526560000.0
Bozen,2023,MDMA,5.61,ITH10,32936080000.0
Dublin,2024,methamphetamine,21.56,IE061,279799600000.0
Stuttgart,2017,amphetamine,69.94,DE111,53586810000.0
Madrid VdlV,2018,MDMA,13.01,ES300,233735800000.0
Geneva,2018,cocaine,600.44,CH013,47633620000.0
Munich G,2018,amphetamine,6.3,DE212,121236970000.0
Zurich,2021,amphetamine,54.7,CH040,145623080000.0
Koper,2021,MDMA,6.42,SI044,2646180000.0
Bratislava C,2021,MDMA,4.38,SK010,29037480000.0
Erfurt,2022,methamphetamine,226.41,DEG01,10066900000.0
Aalborg,2024,MDMA,18.38,DK014,1684400000.0
Madrid VdlV,2019,methamphetamine,6.64,ES300,243889400000.0
Geneva,2022,amphetamine,16.99,CH013,63198570000.0
Velenje,2022,cannabis,72.36,SI034,6211170000.0
Region Millstättersee,2021,MDMA,0.0,AT212,3685400000.0
Helsinki,2014,cocaine,9.4,FI1B1,78960550000.0
Dresden,2018,amphetamine,27.64,DE142,7960890000.0
St. Gallen Hofen,2017,methamphetamine,7.41,CH055,34264730000.0
Copenhagen,2022,amphetamine,70.59,DK011,94306630000.0
Purgstall,2023,MDMA,13.22,AT121,10169920000.0
Purgstall,2021,MDMA,4.11,AT121,8893600000.0
Ankara,2023,methamphetamine,15.13,TR510,107971630000.0
Helsinki,2016,MDMA,34.16,FI1B1,84582280000.0
Kapfenberg,2019,cocaine,64.72,AT224,8710790000.0
Granada,2023,MDMA,78.91,ES614,20836900000.0
Helsinki,2018,methamphetamine,19.02,FI1B1,91452920000.0
Eindhoven,2020,cocaine,522.95,NL414,43712290000.0
Helsinki,2021,methamphetamine,2.94,FI1B1,98460800000.0
Wien,2023,cocaine,442.74,AT130,119962600000.0
Lappeenranta,2022,MDMA,12.03,FI1C5,5491900000.0
St. Gallen Hofen,2017,amphetamine,43.92,CH055,34264730000.0
Dresden,2015,MDMA,5.09,DE142,6980170000.0
Zagreb,2013,cannabis,63.01,HR050,15084620000.0
Milan,2023,cannabis,54.22,ITC4C,230481350000.0
Turku,2015,amphetamine,84.47,FI1C1,16297670000.0
Munich G,2014,methamphetamine,0.0,DE212,102171890000.0
Koper,2024,cannabis,81.88,SI044,3453460000.0
Kokkola,2022,methamphetamine,3.8,FI1D5,2740230000.0
Mariehamn,2024,amphetamine,86.8,FI200,1632980000.0
Athens,2021,MDMA,3.38,EL303,31786040000.0
